agency_name,agency_abbrev,agency_type,subagency_name,subagency_abbrev,url,used_by,used_by_category,used_by_fte,dataset_name,dataset_url
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,NerdWallet,Finance & Investment,11-50,census,census.gov
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Construction Monitor LLC,Housing/Real Estate,11-50,building permit data,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,"Lumesis, Inc.",Data/Technology,11-50,Poverty,http://factfinder2.census.gov/faces/nav/jsf/pages/index.xhtml
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Revaluate,"Housing/Real Estate,",1-10,NYC Housing Vacancy Survey,http://www.census.gov/housing/nychvs/
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,CAN Capital,Finance & Investment,201-500,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Investormill,Finance & Investment,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Bekins,Transportation,51-200,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Walk Score,Lifestyle & Consumer,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,CostQuest,Business & Legal Services,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,DataLogix,Data/Technology,201-500,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Factset,Finance & Investment,"5,001-10,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Inrix Traffic,Transportation,201-500,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Orlin Research,Data/Technology,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Politify,Governance,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Suddath,Transportation,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Factual,Data/Technology,51-200,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,US Green Data,Energy,NA,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Weather Channel,,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Zillow,Housing/Real Estate,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Xignite,Finance & Investment,51-200,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Weather Underground,Environment & Weather,51-200,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Uber,Transportation,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,CityScan,Geospatial/Mapping,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Maponics,Geospatial/Mapping,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,realtor.com,Housing/Real Estate,"1,001-5,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Social Health Insights,Healthcare,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,BuildFax,Business & Legal Services,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,AreaVibes Inc.,Data/Technology,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,SnapSense,Research & Consulting,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Geoscape,Lifestyle & Consumer,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Charles River Associates,Research & Consulting,"501-1,000",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Nielsen,Research & Consulting,"10,001+",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Munetrix,Governance,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Geolytics,Data/Technology,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,"Expert Health Data Programming, Inc.",Healthcare,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,OnDeck,Finance & Investment,201-500,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,SpaceCurve,Data/Technology,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,IBM,Data/Technology,"10,001+",,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,WaterSmart Software,Environment & Weather,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,iFactor Consulting,Research & Consulting,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Atlas Van Lines,Transportation,201-500,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Headlight,Data/Technology,1-10,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,Mapbox,Geospatial/Mapping,11-50,,
Department of Commerce,USDC,Federal,US Census Bureau,Census,http://catalog.data.gov/organization/census-gov,PYA Analytics,Research & Consulting,11-50,,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,The Vanguard Group,Finance & Investment,"10,001+",,
Department of Commerce,USDC,Federal,General,,http://catalog.data.gov/organization/doc-gov,Enigma.io,Data/Technology,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,YourMapper,Geospatial/Mapping,1-10,Public School Info,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,"College Abacus, an ECMC initiative",Finance & Investment,"501-1,000",IPEDS,http://nces.ed.gov/ipeds/datacenter/
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,SmartAsset,Finance & Investment,1-10,Education data,http://explore.data.gov
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,U.S. News Schools,Education,NA,Common core of data,https://nces.ed.gov/ccd
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,How's My Offer?,Education,NA,Integrated Postsecondary Education Data System (IPEDS),http://nces.ed.gov/ipeds/
Department of Education,ED / DOED,Federal,Federal Student Aid,FAFSA,http://catalog.data.gov/organization/fsa-ed-gov,"College Abacus, an ECMC initiative",Finance & Investment,"501-1,000",Cohort Default Rates,http://studentaid.ed.gov/about/data-center/student/default
Department of Education,ED / DOED,Federal,Federal Student Aid,FAFSA,http://catalog.data.gov/organization/fsa-ed-gov,"Personal, Inc.",Lifestyle & Consumer,11-50,Free Application for Federal Student Aid (FAFSA),www.fafsa.gov
Department of Education,ED / DOED,Federal,Federal Student Aid,FAFSA,http://catalog.data.gov/organization/fsa-ed-gov,"Personal, Inc.",Lifestyle & Consumer,11-50,National Student Loan Data System (NSLDS),www.nslds.ed.gov/nslds_SA/
Department of Education,ED / DOED,Federal,Institute of Education Sciences,IES,http://catalog.data.gov/organization/ies-ed-gov,College Board,Education,"1,001-5,000",,
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,GreatSchools,Education,51-200,Common Core of Data (CCD),http://nces.ed.gov/ccd/
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,Overture Technologies,Data/Technology,1-10,IPEDS,http://nces.ed.gov/ipeds/
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,U.S. News Schools,Education,NA,Common core of data,https://nces.ed.gov/ccd
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,College Board,Education,"1,001-5,000",,
Department of Education,ED / DOED,Federal,National Center for Education Statistics,NCES,http://catalog.data.gov/organization/nces-ed-gov,Headlight,Data/Technology,1-10,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Alltuition,Education,1-10,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,ConnectEDU,Education,51-200,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Enigma.io,Data/Technology,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Rezolve Group,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,SimpleTuition,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Plus-U,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,PossibilityU,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Cappex,Education,51-200,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Peterson's,Education,51-200,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Unigo LLC,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,The Advisory Board Company,Research & Consulting,"1,001-5,000",,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Junyo,Education,11-50,,
Department of Education,ED / DOED,Federal,General,,http://catalog.data.gov/organization/ed-gov,Ranku,Education,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,SolarList,Energy,1-10,PVWatts,http://developer.nrel.gov/docs/solar/
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Investormill,Finance & Investment,1-10,Petroleum Status Report,http://www.eia.gov/petroleum/supply/weekly/
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Lucid,Energy,11-50,EIA electricity cost and emissions data by state,http://www.eia.gov/
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,First Fuel Software,Energy,51-200,Electric Vehicle Charging Station Locations,http://www.afdc.energy.gov/fuels/electricity_locations.html
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,First Fuel Software,Energy,51-200,geographic information system building data,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,US Green Data,Energy,NA,"Uses energy efficiency and renewable energy incentives, rebates, tax credits, and policies available to a specific address, zip code, or across a portfolio of multiple locations",
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Recargo,Energy,11-50,Electric Vehicle Charging Station Locations,http://www.afdc.energy.gov/fuels/electricity_locations.html
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,FindTheBest.com,Lifestyle & Consumer,51-200,Energy Efficiency and Renewable Energy,http://energy.gov/eere/office-energy-efficiency-renewable-energy
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Verdafero,Data/Technology,1-10,Energy Star Portfolio Manager,http://www.energystar.gov/buildings/facility-owners-and-managers/existing-buildings/use-portfolio-manager?c=evaluate_performance.bus_portfoliomanager
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Verdafero,Data/Technology,1-10,Green Button,http://greenbuttondata.org/
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,CrowdANALYTIX,Data/Technology,11-50,US Energy,http://www.eia.gov/state/seds/
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,CrowdANALYTIX,Data/Technology,11-50,Energy,http://catalog.data.gov/dataset/county-level-oil-and-gas-production-in-the-u-s/resource/d7f5b429-52f5-4db9-8603-aa185f4728aa
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Simple Energy,Energy,11-50,EIA 861,http://www.eia.gov/electricity/data/eia861/
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Genability,Energy,1-10,Utility Data,http://www.eia.gov/electricity/data/eia923/
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Investormill,Finance & Investment,1-10,Petroleum Status Report,http://www.eia.gov/petroleum/supply/weekly/
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,The Schork Report,Energy,1-10,US Energy Information Administration (EIA),www.eia.gov
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Azavea,Geospatial/Mapping,11-50,Energy Information Administration,http://catalog.data.gov/organization/eia-doe-gov
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Clean Power Finance,Energy,51-200,,
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,Lucid,Energy,11-50,,
Department of Energy,DOE,Federal,Energy Information Administration,EIA,http://catalog.data.gov/organization/eia-doe-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Energy,DOE,Federal,Office of Scientific and Technical Information,OSTI,http://catalog.data.gov/organization/osti-gov,Clean Power Finance,Energy,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Jurispect,Business & Legal Services,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Enervee Corporation,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,PEV4me.com,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,GoodGuide,Lifestyle & Consumer,11-50,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,PlotWatt,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,PowerAdvocate,Energy,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Enigma.io,Data/Technology,11-50,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Xatori,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,WattzOn,Energy,11-50,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Tendril,Energy,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Retroficiency,Energy,11-50,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Barchart,Data/Technology,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,iFactor Consulting,Research & Consulting,11-50,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Solar Census,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Energy Solutions Forum,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,People Power,Data/Technology,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,AtSite,Research & Consulting,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Noveda Technologies,Data/Technology,51-200,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Aquicore,Energy,1-10,,
Department of Energy,DOE,Federal,General,,http://catalog.data.gov/organization/doe-gov,Next Step Living,Energy,"501-1,000",,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,TrialX,Healthcare,1-10,Clinicaltrials,http://clinicaltrials.gov
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,TrialX,Healthcare,1-10,health data dot gov,http://healthdata.gov
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Compendia Bioscience Life Technologies,Scientific Research,11-50,NIH,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,"HealthPocket, Inc.",Healthcare,1-10,HealthCare Finder API,http://www.healthdata.gov/dataset/search/HealthCare%20Finder%20API
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,51-200,Community Health Clinics,www.hrsa.gov
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,51-200,TXT4Tots,http://www.hhs.gov/digitalstrategy/open-data/txt4tots.html
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Zebu Compliance Solutions,Healthcare,11-50,US Department of Health and Human Services (HHS) Office of Inspector General List of Excluded Individuals/Entities (LEIE) Database,http://oig.hhs.gov/exclusions/index.asp
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Zebu Compliance Solutions,Healthcare,11-50,US Department of Health and Human Services (HHS) National Drug Code Directory,http://www.fda.gov/Drugs/InformationOnDrugs/ucm142438.htm
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Social Health Insights,Healthcare,1-10,Obamacare Qualified Health Plan (QHP) Data,https://data.healthcare.gov
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Amida Technology Solutions,Healthcare,1-10,Blue Button,http://www.healthit.gov/bluebutton
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Aidin,Healthcare,1-10,Home Health Compare,http://healthdata.gov/data/dataset/home-health-compare-0
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Aidin,Healthcare,1-10,Nursing Home Compare,http://healthdata.gov/data/dataset/nursing-home-compare
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Accenture,,"10,001+","Accenture consults to national governments re: public data (e.g. EU, Canada)",
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Bing,Data/Technology,"10,001+",Uses data from HHS and the Institute of Medicine for visualization on Bing maps.,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,GenoSpace,Healthcare,11-50,genomic data,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Kyruus,Healthcare,51-200,"physician demographics, credentials, clinical and scientific expertise, utilization, performance, and compliance",
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,SpeSo Health,Healthcare,1-10,"Clinical trials, case reports and lab-related research",
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,ReciPal,Food & Agriculture,NA,National Nutrient Database,http://ndb.nal.usda.gov/ndb/search/list
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,FindTheBest.com,Lifestyle & Consumer,51-200,Agency for Healthcare Research and Quality,http://www.ahrq.gov/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Ayasdi,Data/Technology,51-200,The Cancer Genome Atlas,http://cancergenome.nih.gov/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,Charles River Associates,Research & Consulting,"501-1,000",Agency for healthcare research and quality - MEPS,
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,CliniCast,Healthcare,1-10,SEER,http://seer.cancer.gov/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,CliniCast,Healthcare,1-10,MEPS,http://meps.ahrq.gov/mepsweb/
Department of Health and Human Services,HHS,Federal,General,,http://catalog.data.gov/organization/cms-hhs-gov,CliniCast,Healthcare,1-10,CMS 5% Dataset,http://www.cms.gov/Research-Statistics-Data-and-Systems/Files-for-Order/IdentifiableDataFiles/StandardAnalyticalFiles.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,YourMapper,Geospatial/Mapping,1-10,Nursing Home Ratings,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Abt Associates,Research & Consulting,"1,001-5,000",Medicare Nursing Home Compare,http://www.medicare.gov/nursinghomecompare/search.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,"HealthPocket, Inc.",Healthcare,1-10,"Prescription Drug Plan Formulary, Pharmacy Network, and Pricing Information Files",http://www.cms.gov/Research-Statistics-Data-and-Systems/Files-for-Order/NonIdentifiableDataFiles/PrescriptionDrugPlanFormularyPharmacyNetworkandPricingInformationFiles.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Healthgrades,Healthcare,"501-1,000",CMS MEDPAR,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Healthgrades,Healthcare,"501-1,000",18 State ALL Payer Hospital Dataset,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,51-200,Home Health Facilities,www.cms.gov
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,iTriage,Healthcare,51-200,National Provider Identifier Standard,http://www.cms.gov/Regulations-and-Guidance/HIPAA-Administrative-Simplification/NationalProvIdentStand/DataDissemination.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Zebu Compliance Solutions,Healthcare,11-50,Centers for Medicare & Medicaid Services (CMS) National Plan and Provider Enumeration System (NPPES),http://www.cms.gov/Regulations-and-Guidance/HIPAA-Administrative-Simplification/NationalProvIdentStand/DataDissemination.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,The DocGraph Journal,Healthcare,1-10,National Plan & Provider Enumeration System (NPPES),https://nppes.cms.hhs.gov/NPPES/Welcome.do
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Social Health Insights,Healthcare,1-10,Hospital Compare,https://data.medicare.gov/Hospital-Compare/Hospital-Readmission-Reduction/9n3s-kdb3
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,Prospective Payment System,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,Hospital Compare,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,Medicaid State Drug Utilization,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,Medicare Provider Charge Data,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,National Plan and Provider Enumeration System,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,karmadata,Healthcare,1-10,National Plan and Provider Enumeration System Orgs,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Social Health Insights,Healthcare,1-10,CMS: Medicare Hospital Compare Data,http://www.medicare.gov/hospitalcompare/search.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Social Health Insights,Healthcare,1-10,National Plan and Provider Enumeration System (NPPES),https://nppes.cms.hhs.gov/NPPES/Welcome.do
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,NerdWallet,Finance & Investment,11-50,CMS,http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/Medicare-Provider-Charge-Data/index.html
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,IMS Health,Healthcare,"5,001-10,000",,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Orlin Research,Data/Technology,1-10,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,FindTheBest.com,Lifestyle & Consumer,51-200,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,Iodine,Healthcare,1-10,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,"Expert Health Data Programming, Inc.",Healthcare,1-10,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,iMedicare,Healthcare,1-10,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,ClearHealthCosts,Healthcare,1-10,,
Department of Health and Human Services,HHS,Federal,Centers for Medicare and Medicaid Services,CMS,http://catalog.data.gov/organization/cms-hhs-gov,PYA Analytics,Research & Consulting,11-50,,
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Compendia Bioscience Life Technologies,Scientific Research,11-50,NCI Thesaurus,http://ncit.nci.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Compendia Bioscience Life Technologies,Scientific Research,11-50,RefSeq,http://www.ncbi.nlm.nih.gov/refseq/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Compendia Bioscience Life Technologies,Scientific Research,11-50,TCGA,http://cancergenome.nih.gov/
Department of Health and Human Services,HHS,Federal,National Institutes of Health,NIH,http://catalog.data.gov/organization/nih-hhs-gov,Quertle,Data/Technology,11-50,TOXNET Toxicology Data Network,http://toxnet.nlm.nih.gov/
