company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
health-layer-co-ltd,"Health Layer Co., Ltd",https://play.google.com/store/apps/details?id=kr.co.devios.surelyask,2014,,,kr,00000,1 - 10,Private,Research/Consulting,"Advertising, Consulting",,Healthcare access,We have incorporated a function of personalized consultation function with thyroid cancer specialists at general hospitals  ,,,,,[],,2016-02-03 14:40:19.475483
helloworldscheolgabang,Helloworlds(Cheolgabang),http://www.helloworlds.co.kr,2011,Gangnam-gu,Seoul,kr,06141,,,Lifestyle/Consumer,Advertising,,Lifstye benefits,"As a food home delivery app, Cheolgabang is optimized to a smart phone device. This app enables to select a food item and pay with credit card or mobile phone. ",,,,,[],,2016-02-03 14:40:36.537873
heydealer,heydealer,m.heydealer.com,2013,Gwanak-gu,Seoul,kr,08826,11 - 50,Private,Data/Technology,User fees for web or mobile access,,Consumer empowerment,"HEYDEALER is a price comparison app service. The service treats the insurance data of the Korea Insurance Development Institute (KIDI) and the data of HEYDEALER as important factors for dealers' price offers and consumers' transaction decisions. We receive fees form used care dealers, when they have bought vehicles from consumers safely and successfully. We want to take the lead in making the transactions in used car markets clear using ""the Total History Search DB"" at the automobile complaints portal of the Korea Transportation Safety Authority.",,,,,[],,2016-02-03 14:40:02.027338
hicetnunc,hicetnunc,www.hicetnunc.co.kr,2013,Seocho-gu,Seoul,kr,06603,1 - 10,Private,Data/Technology,Membership fees,,Public safety,DaeriChingu is a platform for chauffeur service direct dealing.,,,,,[],,2016-02-03 14:39:44.605632
hiddenanalysis,hidden-analysis,www.hidden-analysis.co.kr,2013,Seocho-gu,Seoul,kr,06621,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients, Government contract",,"Educational opportunity, Recruitment disabled people",A social innovation enterprise that is led by the socially disadvantaged class and has a competitive edge  ,,,,,[],,2016-02-03 14:39:36.813378
hidoc,hidoc,http://www.hidoc.co.kr,2000,Gangnam-gu,Seoul,kr,06170,51 - 200,Private,Advertising,"Data/Technology, Media",,Healthcare access,A mobile health care service enabling to find clinics easily and read the reviews from patients    ,,,,,[],,2016-02-03 14:39:37.095096
hope-edu,hope edu,-,2013,,,kr,00000,1 - 10,Private,Education,Consulting,,"Educational opportunity, Food access and supply",,,,,,[],,2016-02-03 14:40:21.541789
houhouweather,houhouweather,http://bit.ly/16JFbQl,2014,Seodaemun-gu,Seoul,kr,03752,1 - 10,Private,Advertising,"Environment/Weather, Lifestyle/Consumer, Media",,Environment and climate change,"Houhou - Weather Analysis (Comparison between Yesterday and Today, Rain, Fine Dust)",,,,,[],,2016-02-03 14:39:54.925339
howweather,howweather,www.howweather.com,,Gangnam-gu,Seoul,kr,06253,,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,Weather information ,,,,,[],,2016-02-03 14:40:25.142894
human-culture-arirang,Human culture arirang,http://H^8UDCC3>F8.6{.kr/,2009,Yeongdeungpo-gu,Seoul,kr,07332,1 - 10,Private,Lifestyle/Consumer,Software licensing,,Consumer empowerment,"We make it possible for you to show your knowledge, experiences and vision. We help anyone to publish his own book. We enable you to express your thoughts in a book",,,,,[],,2016-02-03 14:39:50.955752
human-media-tech-,human media tech ,www.e-human.co.kr,1999,Jeonju-si,Jeollabuk-do,kr,55011,11 - 50,Coperation,Data analysis for clients,"Data/Technology, Education, Geospatial/Mapping, Media, Consulting",,"Citizen engagement and participation, Educational opportunity, Good governance, Public safety","Human Media Tech, Inc. is a multimedia system developer that has created a new trend of IT / CT since its foundation in 1998.",,,,,[],,2016-02-03 14:39:45.082255
hyubwoojiyeu,Hyubwoojiyeu,,1995,Guro-gu,Seoul,kr,08389,11 - 50,Private,Data/Technology,Government contract,,Public safety,,,,,,[],,2016-02-03 14:40:01.676116
hyundaiwater,hyundaiwater,www.hyundaiwater.com,2004,Nowon-gu,Seoul,kr,01788,11 - 50,Private,Environment/Weather,Product production and sale ,,Environment and climate change,"With priority to our clients!/ good health in our mind, we, HYUNDAI Wacortec. Co. Ltd as the world leader and specialist in Water Purifiers, Dispensers, Air Purifiers as well other well-being products have enjoyed a great reputation of the various selections, highest quality, and advanced technology as well our commitment since established.

Our superior products with wide selections exported to the world with a HYUNDAI brand, which is the symbol of the Korea!.s big, giant enterprise make us to build our network of excusive master dealers and to satisfy our customers with our swift service for their needs.

With the good design of our products and their durability at a reasonable price, We are dedicated to giving you a better life and benefits.

Our motto-Accuracy, Technical Innovation, Superiority in quality and Perfect Service-represents that we!/ll do our best to give pure, fresh, clean water and air and also to keep our customers healthy with our well-being products.",,,,,[],,2016-02-03 14:39:59.808309
i-s-m-s-,I S M S ,http://www.isms.re.kr,2010,,,kr,00000,11 - 50,Private,Food/Agriculture,,,Food access and supply,"ISMS is a comprehensive information security company that offers IIT security consulting, information security education service and information security application software.",,,,,[],,2016-02-03 14:40:23.830336
i-sight-,I sight ,,2011,,,kr,00000,1 - 10,Private,,,,,,,,,,[],,2016-02-03 14:40:22.099994
iamschool,iamschool,www.iamschool.net,2012,Seongnam-si,Gyeonggi-do,kr,13524,51 - 200,Private,Advertising,"Data/Technology, Education, Media",,"Consumer empowerment, Educational opportunity","IAMSCHOOL has directly gathered, analyzed and managed the data of more than 12,000 schools since 2012, and communicates news on educational institutions, such as schools and private institutes, to over one million parents. ",,,,,[],,2016-02-03 14:39:42.356005
iandt,iandt,www.iandt.kr,2012,Dongdaemun-gu,Seoul,kr,02447,1 - 10,Private,Geospatial/Mapping,Advertising,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:39:49.892883
iefriends,iefriends,www.besttong.co.kr,2006,Seocho-gu,Seoul,kr,06605,1 - 10,Private,Business/Legal Services,"Advertising, Membership fees, User fees for web or mobile access",,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Healthcare access","We are an enterprise which operates ""Tong"" by an ""advertising using patented contents"".
Any content plays a bridge role of linking consumers with producers.",,,,,[],,2016-02-03 14:39:35.564450
iefriends,iefriends,http://www.iefriends.co.kr,,Songpa-gu,Seoul,kr,05521,1 - 10,Private,Advertising,Lifestyle/Consumer,,"Citizen engagement and participation, Consumer empowerment",,,,,,[],,2016-02-03 14:39:35.612880
iinnk,iinnk,,2014,,,kr,00000,1 - 10,Private,Media,"Advertising, Data analysis for clients",,Consumer empowerment,"IInnk is a bookstore offering Active Lifelong Service, a book selection service for book readers.",,,,,[],,2016-02-03 14:40:20.185063
imtech,imtech,,2013,,,kr,00000,1 - 10,Private,Data/Technology,Product production and sale,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:39:45.112621
incrediblesoft,IncredibleSoft,https://play.google.com/store/apps/details?id=com.appzzang.incrediblenote,2012,Goyang-si,Gyeonggi-do,kr,00000,1 - 10,Private,Education,Advertising,,Public safety,"Incredible Note - Memo, Note, To do List",,,,,[],,2016-02-03 14:40:04.001743
info-21c,INFO 21C,http://www.info21c.net/,2000,Yuseong-gu,Daejeon,kr,34127,11 - 50,Private,Data/Technology,"Advertising, Consulting, Government contract",,Citizen engagement and participation,"Info 21C, Inc. is a No.1 company that has best technical skills in the bid information industry of South Korea. We try to satisfy customers to the fullest by offering every bid information on construction / service / purchase most quickly and precisely and analyzing / applying vast information based on accumulated knowhow.     ",,,,,[],,2016-02-03 14:40:02.364850
inhanbook,inhanbook,www.jinhanbook.co.kr,1987,Seodaemun-gu,Seoul,kr,03745,1 - 10,Private,Book sales,Publication,,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Financial access, Food access and supply, Good governance, Healthcare access, Housing access, Public safety",,,,,,[],,2016-02-03 14:39:35.512115
innoep,innoep,,2011,,,kr,00000,1 - 10,Private,Data/Technology,Data analysis for clients,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:40:21.392025
inobean,Inobean,http://www.inobean.com,2009,Gangnam-gu,Seoul,kr,06140,,,Data/Technology,Advertising,,Consumer empowerment,"We provide local contents (B2B) for on-line advertising business (blog marketing, viral marketing, SNS marketing etc), mobile service consulting, and location-based on-line marketing consulting    ",,,,,[],,2016-02-03 14:40:36.294397
inovtech,inovtech,http://www.inovtech.co.kr/,1997,Yeongdeungpo-gu,Seoul,kr,07299,51-200,Private,Data/Technology,"Consulting, Data analysis for clients",,Public safety,"Inovtech, Inc. has built information systems by the supply of optimum solutions, the development of various softwares and the dispatch of engineers since 1997, earlier than competitors. Based on this knowhow, we have developed a leading corporate computation system and boosted our competitiveness in cooperation with major SI companies. ",,,,,[],,2016-02-03 14:40:10.389405
insilicogen,insilicogen,http://www.insilicogen.com,2005,Yongin-si,Gyeonggi-do,kr,16954,11 - 50,Private,Business/Legal Services,"Consulting, Data analysis for clients",,"Educational opportunity, Food access and supply","Insilicogen, Inc. specializes in bioinformatics consulting.",,,,,[],,2016-02-03 14:40:23.492772
inter-park-,inter park ,http://www.interpark.com,1997,Guro-gu,Seoul,kr,08380,,Private,,Advertising ,,Culture/Arts,"A South Korea's first internet shopping mall, a leader in the domestic e-commerce market, and a professional distribution company ",,,,,[],,2016-02-03 14:40:31.684914
ionemax,ionemax,www.ionemax.co.kr,2013,Seocho-gu,Seoul,kr,06550,11 - 50,Private,Consulting,"Data/Technology, Education, Geospatial/Mapping, Housing/Real Estate, Insurance, Lifestyle/Consumer, Media, Consulting, Scientific Research, Transportation",,"Citizen engagement and participation, Educational opportunity, Financial access, Healthcare access, Housing access, Public safety"," We publish public data similar to the Socrata of the US Open Data 500, and provide technologies and platforms for connection. We help have the data from various organizations published in open data form, and try to maximize the possibility of using connected data. We process and publish open data, including KDATA and address data, and recommend their external use.    ",,,,,[],,2016-02-03 14:39:58.383015
iovtech,iovtech,http://www.iovtech.co.kr,2009,Gangnam-gu,Seoul,kr,06134,1 - 10,Private,Data/Technology,"Consulting, Data analysis for clients, Government contract, Software licensing",,"Educational opportunity, Financial access, Good governance, Healthcare access","IOVTech, Inc., an official partner of Cloudera in the US, performs big data business for domestic enterprises and government organizations using the Cloudera Hadoop (CDH) based on Apache Open Source. We aim at the research and commercialization of public data, as public data recently draw more and more attention from companies and schools.  
  ",,,,,[],,2016-02-03 14:39:58.263566
iproad,iproad,www.iproad.co.kr,2008,Guro-gu,Seoul,kr,08377,1 - 10,Private,Data/Technology,User fees for web or mobile access,,,"Boosting corporate values and capabilities in drastic changes in management environment, IT etc, Iproad, Inc. will be a successful business partner through effective communication, with top priority on passion, expertise, creativity and customer satisfaction. ",,,,,[],,2016-02-03 14:39:42.511577
iruen,iruen,www.iruen.com,2011,Seongdong-gu,Seoul,kr,04763,1 - 10,Private,Data/Technology,Software licensing,,Healthcare access,,,,,,[],,2016-02-03 14:39:48.244338
itfact,itfact,www.itfact.co.kr,2009,Jung-gu,Seoul,kr,04622,11 - 50,Private,Data/Technology,Solutions business,,Financial access,"Our company was founded by experts who are prepared to change themselves in order to quality software products under the slogan of ""Let's take the initiative in the IT industry"".  ",,,,,[],,2016-02-03 14:39:42.172193
jaha,jaha,https://play.google.com/store/apps/details?id=com.jaha.app.emaul,,,,kr,00000,1 - 10,Private,Lifestyle/Consumer,Advertising,,Consumer empowerment,"E-MAUL operates an apartment homepage interlocked with smart phone apps. The homepage provides the functions, services and information optimized to apartments users live in",,,,,[],,2016-02-03 14:40:38.812884
jeilmed,jeilmed,http://www.jeilmed.co.kr,2000,Guro-gu,Seoul,kr,08378,51-200,Private,Pharmacy/Medical,Consulting,,"Healthcare access, Public safety",Jeilmed Corp. does its utmost to provide customers with safe medical products and comfortable services.,,,,,[],,2016-02-03 14:40:16.782952
jin-hak-,jin hak ,www.liuxuekorea.com,1965,Jongno-gu,Seoul,kr,03175,51-200,Private,Education,User fees for web or mobile access,,Educational opportunity,"In a Chinese version, Liuxuekorea (www.liuxuekorea.com) publicizes Korean language, culture and universities, providing Chinese potential international students and students interested in Korean language with information on Korean language education, South Korean universities / private institutes, Hallyu, sightseeing etc. We have opened an English version to attract potential international students and travelers by offering detailed information on Korean language, culture/sightseeing and universities to Chinese and English language areas.   ",,,,,[],,2016-02-03 14:40:27.713993
jinosys,jinosys,www.jinosys.com,2009,Yuseong-gu,Daejeon,kr,34195,1 - 10,Private,Data/Technology,"Advertising, Database licensing, Software licensing, User fees for web or mobile access",,"Educational opportunity, Public safety",We provide Alluhak's overseas school and safety information and Safe Info safety information.,,,,,[],,2016-02-03 14:40:02.116990
joean,Joean,,2011,,,kr,00000,1 - 10,Private,,,,"Citizen engagement and participation, Public safety",,,,,,[],,2016-02-03 14:40:21.807403
jungdo-uit-,Jungdo UIT ,http://www.uitgis.com/,2002,Gangnam-gu,Seoul,kr,06222,51-200,Private,Data/Technology,Consulting,,"Housing access, Public safety","Jungdo UIT, Inc. is a spatial information service provider that runs the knowledge-based projects of next-generation spatial information technology, system integration (SI) and city planning engineering.",,,,,[],,2016-02-03 14:40:14.886647
jyccompany,jyccompany,http://www.jyccompany.com/,2013,Haeundae-gu,Busan,kr,48058,11 - 50,Private,Lifestyle/Consumer,"Advertising, Consulting",,Lifstye benefits,,,,,,[],,2016-02-03 14:40:09.850883
kakao,kakao,http://www.kakaocorp.com,1995,Jeju-si,Jeju-do,kr,63309,,Private,Data/Technology,Advertising,,,"We offer Daum Mail, a free web mail, and Kakao Talk, South Korea's representative messenger.   ",,,,,[],,2016-02-03 14:40:31.947362
kakyo,kakyo,www.kakyo.co.kr,2007,Jeju-si,Jeju-do,kr,63235,11 - 50,Private,MICE,"Consulting, Government contract, MICE",,"Consumer empowerment, Regianl economy","KAKYO is dreaming the future world with customers where people are connected by creativity and sustainability, since it has grown from the early stage of general events to government projects and human development.

 KAKYO dynamically pursues development of human power so that all our customers be happy in all aspects, incessantly challenging with voluntary and creative spirit.

 KAKYO is committed to continue to grow with society into a world-class enterprise representing Jeju and Korea",,,,,[],,2016-02-03 14:40:09.879477
kbcard,kbcard,https://play.google.com/store/apps/details?id=com.kbcard.cxh.shop.app&hl=ko,1980,Jongno-gu,Seoul,kr,03173,,Private,Business/Legal Services,Advertising,,,"KB Wise Wallet is KB Kookmin Card's mobile electronic wallet with which you can pay quickly and comfortably with registered cards, membership points and coupons.  It helps live a wise life with card-specific benefit information, member store search and discount coupons.",,,,,[],,2016-02-03 14:40:33.253054
keepstar-co-ltd,"KeepStar Co., Ltd.",www.keepstar.kr,2002,Jung-gu,Daegu,kr,41903,11 - 50,Private,Data/Technology,"Database licensing, Software licensing, User fees for web or mobile access",,"Housing/Real Estate, Disaster/Safety","1. We analyze and process open data and provide the data by smart phone apps and websites - calibrate the errors of smart phone GPS-received data and offer more precise GPS location information                                                          
2. We analyze and process open data and provide the data by smart phone apps and websites - classify the data on native plants in Korea to make search easy and offer the data                                                                           We provide sensors and interlocking web services for searching plant information using plant characteristics and smart gardening ",,,,,[],,2016-02-03 14:40:38.468275
keiti,KEITI,http://www.keiti.re.kr,2005,Eunpyeong-gu,Seoul,kr,03367,51-200,Public,Education,"Consulting, Data analysis for clients",,"Educational opportunity, Environment and climate change","KEITI, a quasi-government organization affiliated with the Ministry of Environment, is committed to achieving both environmental protection and economic growth. In order to fulfill our mission, we support creating environmental technologies, nurturing environmental industries and promoting an eco-friendly lifestyle.",,,,,[],,2016-02-03 14:40:19.499334
kig,kig,https://play.google.com/store/apps/details?id=com.ssoft.peterpan,,,,kr,00000,,Private,Data/Technology,Advertising,,Consumer empowerment,"Anyone can have direct dealings with studio, efficiency apartment, apartment owners, free of charge, regardless of time and place.  ",,,,,[],,2016-02-03 14:40:34.408705
kimchang,kimchang,http://www.kimchang.com,1970,Jongno-gu,Seoul,kr,03170,,Private,Business/Legal Services,Consulting,,Consumer empowerment,Kim&Chang provides best legal services that can meet international corporate environments properly by employing best talented people and fostering experts with specialized knowhow. ,,,,,[],,2016-02-03 14:40:26.714369
kims,kims,http://www.kimsonline.co.kr/,1994,Gangnam-gu,Seoul,kr,06233,11 - 50,Private,Food/Agriculture,"Data analysis for clients, User fees for web or mobile access",,"Consumer empowerment, Public safety","Kims, Inc., better known as KIMS, belongs to MIMS Group that communicates with one million members of the healthcare field and provides medical information and communication services around the world. Founded as a Korean branch in 1987, the company offers quality services with excellent network, expertise and marketing solutions.",,,,,[],,2016-02-03 14:40:04.749826
kipfa,Kipfa,www.kipra.or.kr,2010,Dongjak-gu,Seoul,kr,07015,11 - 50,Non-profit,Education,"Consulting, Contributions/Donations, Data analysis for clients, Database licensing, Government contract, Philanthropic grant",,"Citizen engagement and participation, Educational opportunity, Public safety","The Korea Internet Professional Association (KIPFA) is a non-profit corporation that consists of more than 600 Internet-related companies and more than 35000 Internet experts at the Internet-related companies. The KIPFA intends to contribute to the promotion of corporate business using open data and the ensuing establishment of a desirable Internet ecosystem. We have recently supported competitions and events using traffic data together with the Korea Expressway Corporation. This shows that if more public data are opened and used, it has a huge effect on corporate business as well as public benefits. Therefore, we are going to let companies know the diverse uses of open data.",,,,,[],,2016-02-03 14:39:58.143659
komma,KOMMA,www.komma.co.kr,2014,Seongnam-si,Gyeonggi-do,kr,13610,1 - 10,Private,Food/Agriculture,Government contract,,Food access and supply,"Food History History Track Number Information Service 
Food History Registration Status Information Service 
Food History Article Type Information Service 
Recipe Search                                                          
Korean Language Sightseeing Information Service",,,,,[],,2016-02-03 14:40:20.470002
konac,konac,www.konac.co.kr,1961,Gimpo-si,Gyeonggi-do,kr,10040,51-200,Private,,Product production and sale ,,Financial access,"Founded in the name of Junghwa Printing in 1961, Konac, Inc. has developed into a South Korea's No.1 company in the printing industry of marketable securities, gift cards etc.",,,,,[],,2016-02-03 14:40:12.121563
korea-association-of-property-appraisers,Korea Association of property Appraisers,http://www.kapanet.or.kr/,1989,Seocho-gu,Seoul,kr,06705,51-200,Non-profit,Data/Technology,"Membership fees, P/G fees, P/G Development profit",,"Consumer empowerment, Housing access, Public safety","Land registration map, architecture register, officially assessed individual land price, officially assessed standard land price, land price change rate, real transaction data etc.",,,,,[],,2016-02-03 14:40:12.069286
korea-environmental-sciencetechnology,Korea Environmental Science&Technology,http://www.kesti.co.kr,1991,Geumcheon-gu,Seoul,kr,08501,51-200,Private,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We perform marine measurement and waterway investigation on the basis of expertise on marine physics and chemistry, underwater sound etc. ",,,,,[],,2016-02-03 14:40:26.193763
korea-social-environment-association-,korea social environment association ,,2010,Mapo-gu,Seoul,kr,00000,1 - 10,Non-profit,Education,"Consulting, Contributions/Donations, Government contract, Membership fees, Philanthropic grant",,"Citizen engagement and participation, Educational opportunity, Environment and climate change, Food access and supply, Good governance, Public safety",,,,,,[],,2016-02-03 14:39:57.103604
korea-software-industry-association,Korea Software Industry Association,https://www.sw.or.kr,1988,Gangnam-gu,Seoul,kr,06104,,Private,Data/Technology,Software licensing ,,Management Productivity,"Established with a view to the sound development and promotion of domestic software industry, we have been committed to the enhancement of understanding and the policy and institution improvement in software industry over the past 20 years.",,,,,[],,2016-02-03 14:40:31.712167
koreachart-,Koreachart ,https://play.google.com/store/apps/details?id=kr.co.koreachart.city,,,,kr,00000,,Private,Data/Technology,Advertising,,Consumer empowerment,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country",,,,,[],,2016-02-03 14:40:34.676440
koreasmartcard,koreasmartcard,http://www.koreasmartcard.co.kr,2004,Jung-gu,Seoul,kr,04637,,Private,Data/Technology,Data analysis for clients,,,"Koreasmartcard focuses on the system building, card issuance and calculation for a T money traffic card system combined with up-to-date IT.",,,,,[],,2016-02-03 14:40:32.132209
krg,KRG,http://www.krgweb.com,2000,Geumcheon-gu,Seoul,kr,08506,11 - 50,Private,Data/Technology,Consulting,,Educational opportunity,An IT market survey organization ,,,,,[],,2016-02-03 14:40:30.135316
ksic,ksic.,http://www.ksic.net,1999,Dongjak-gu,Seoul,kr,06994,,Private,Data/Technology,"Consulting, Solutions business ",,Public safety,"A spatial information provider that perform projects for land, administration, traffic, disaster/disaster prevention, safety, asset management etc.",,,,,[],,2016-02-03 14:40:28.405575
kt-nexr,KT NexR,http://www.ktnexr.com,,Seocho-gu,Seoul,kr,06707,,Private,Data/Technology,"Consulting, Solutions business ",,,"Recognizing the values of big data analysis, Kt NexR has led the domestic big data market through the development of big data software platforms and the experience of many projects. ",,,,,[],,2016-02-03 14:40:29.790949
ktcs,ktcs,www.ktcs.co.kr,2001,Seo-gu,Daejeon,kr,35287,10001+,Private,,Information provider service,,"Citizen engagement and participation, Informacion access",Kt cs is a South Korea's No.1 customer service provider.,,,,,[],,2016-02-03 14:39:50.258980
kth,KTH,http://www.kthcorp.com/index,1991,Dongjak-gu,Seoul,kr,07071,,,,,,Lifstye benefits,"We run a content distribution business to deliver and distribute the digital contents combination copyrights in the genres of cinema, broadcast, animation etc, a T-commerce business to offer ""K Shopping"", and an ICT platform business to build and operate technology-based ICT services & platforms.   ",,,,,[],,2016-02-03 14:40:37.048236
kweather,kweather,www.kweather.co.kr,1997,Guro-gu,Seoul,kr,08389,51 - 200,Private,Advertising,"Data/Technology, Energy, Environment/Weather, Media, Scientific Research",,Environment and climate change,"This is a website to provide meteorological information on weather, air pollution, disasters etc.",,,,,[],,2016-02-03 14:39:39.861709
l-cube,l cube,,2004,Seocho-gu,Seoul,kr,00000,1 - 10,Private,Energy,"Government contract, Exportation",,"Environment and climate change, Housing access",,,,,,[],,2016-02-03 14:39:59.686190
landfuture,landfuture,www.landfuture.co.kr,,,,kr,00000,,Private,Data/Technology,Advertising,,,A service for offering real-estate market price and consulting services ,,,,,[],,2016-02-03 14:40:34.933379
lawandtalk,lawandtalk,http://www.lawandtalk.co.kr,,Yangcheon-gu,Seoul,kr,07983,,Private,Business/Legal Services,Advertising,,Consumer empowerment,We provide a service for finding neighboring lawyers who meet my requirements   ,,,,,[],,2016-02-03 14:40:30.549914
lawnb,lawnb,http://www.lawnb.com/,2000,Guro-gu,Seoul,kr,08389,11 - 50,Private,Business/Legal Services,"Database licensing, Subscriptions",,Consumer empowerment,"We provide more than one million cases of legal information on judgment cases, laws, documents, forms, administrative data, corporate legal matters, news, overseas laws etc.  ",,,,,[],,2016-02-03 14:40:19.989698
leeinternational,leeinternational,http://www.leeinternational.com,1961,Seodaemun-gu,Seoul,kr,03737,,Private,Business/Legal Services,Consulting,,Consumer empowerment,We perform the implementation and judgment of intellectual property rights    ,,,,,[],,2016-02-03 14:40:26.866924
leemock,leemock,http://www.leemock.com,1985,Gangnam-gu,Seoul,kr,06292,201-500,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Mok Patent Corp. offers solutions related to intellectual property rights with professional workforce with ample experience in patent technology and intellectual rights, such as trademarks, design and copyrights.",,,,,[],,2016-02-03 14:40:26.562932
libeka,libeka,www.libeka.co.kr,,Guro-gu,Seoul,kr,08381,11 - 50,Private,System construction,Education,,Education service benefits,"Founded by best experts in library solution in 2009,  Libeka, Inc. distributes a next-generation electronic library solution Libeka based on Non-ActiveX RIA (Rich Internet Application), which was self-developed for the first time in South Korea.
Libeka had its core engine applied to X-LIMS, the next-generation system of the National Library, and had its excellence proved at special, public and university libraries. ",,,,,[],,2016-02-03 14:39:58.946055
lidee-creative,lidee creative,https://play.google.com/store/apps/details?id=com.lidee.doudou,2009,Anyang-si,Gyeonggi-do,kr,14073,11 - 50,Private,Education,Advertising,,Educational opportunity,"Dingdongi and Akkinori - A music app released by ""Lidee"", a children song company",,,,,[],,2016-02-03 14:40:19.257931
lifesemantics,LifeSemantics,www.lifesemantics.kr/,2012,Seocho-gu,Seoul,kr,06753,11 - 50,Private,Data/Technology,"Government contract, Software licensing, User fees for web or mobile access",,Healthcare access,"We provide health care service based on ""Life Record"", a combined platform of personal health record, and BassS service. Life Record offers a tool to combine, store, manage and share personal health life logs generated from loT, a wearable device, and enables to register and manage medical record documents, including prescripts and medical certificates.  Besides, it provides open API to enable the third party to use the data shared by users. We mash up the open data of public health institutions and the personal health records (PHR) and use them to provide PHR-based life-cycle healthcare services.",,,,,[],,2016-02-03 14:40:16.811015
linewalks,LINEWALKS,http://linewalks.com,2015,Seocho-gu,Seoul,kr,06527,,Private,Data/Technology,"Consulting, Solutions business ",,Consumer empowerment,"We connect health care, finance, communication and demographic data, present and provide information from the data in graphs ",,,,,[],,2016-02-03 14:40:29.759647
locnall,locnall,http://www.locnall.com,2010,Gangnam-gu,Seoul,kr,06234,11 - 50,Private,Data/Technology,Consulting,,Housing access,"Accurate and Quick Way Guidance Using Real-Time Traffic Information Black Box, HUD, AR Service                                                             ",,,,,[],,2016-02-03 14:40:22.645244
macarong-factory,Macarong factory,https://play.google.com/store/apps/details?id=com.nbdproject.macarong,2015,Seodaemun-gu,Seoul,kr,03745,1 - 10,Private,Data/Technology,Advertising,,"Citizen engagement and participation, Consumer empowerment, Public safety",MACARON is a mobile app that facilitates vehicle management from gas mileage calculation to maintenance fee history by entering oiling and repair details easily.  ,,,,,[],,2016-02-03 14:39:59.222815
macguffin,macguffin,,2015,Jung-gu,Busan,kr,48957,1 - 10,Private,Lifestyle/Consumer,Advertising,,Regianl economy,,,,,,[],,2016-02-03 14:39:42.685577
markpro-global,Markpro Global,http://www.markpro.co.kr,1994,Yeongdeungpo-gu,Seoul,kr,07299,,Private,Business/Legal Services,Consulting,,Consumer empowerment,"Markpro Global was established for the first time of its kind in South Korea to pay annual patent fees for domestic and foreign companies and institutes, and has grown into a company that manages the renewal of trademark rights in addition to the payment of annual patent fees.",,,,,[],,2016-02-03 14:40:27.042196
measureaid,measureaid,http://measureaid.com,2014,Nowon-gu,Seoul,kr,01878,1 - 10,Private,Consulting,Data/Technology,,Citizen engagement and participation,We build a platform using public health information.  ,,,,,[],,2016-02-03 14:39:39.107571
media-log,Media log,http://www.medialog.co.kr,2000,Mapo-gu,Seoul,kr,03923,,Private,Data/Technology,Advertising,,,"Search for Studio Apartments, Efficiency Apartments, Apartments / Rooms by Key-Money Lease or Monthly Rent across the Country ",,,,,[],,2016-02-03 14:40:33.886139
mediawill-,MEDIAWILL ,https://play.google.com/store/apps/details?id=com.mediawill.land.store,2015,,,kr,00000,1 - 10,Private,Housing/Real Estate,Advertising,,Consumer empowerment,We show the information on neighboring goods on sale on the basis of user location ,,,,,[],,2016-02-03 14:40:39.852450
mediventures,mediventures,http://www.mediventures.co.kr/,2012,Gangnam-gu,Seoul,kr,06130,11 - 50,Private,Media,Advertising,,"Citizen engagement and participation, Consumer empowerment",Medi Ventures offers the optimum services of connecting medical information on the basis of medical big data analyzed with its innovative platform.,,,,,[],,2016-02-03 14:40:07.605502
medizum,medizum,https://play.google.com/store/apps/details?id=com.medizum,2014,Yongsan-gu,Seoul,kr,04316,1 - 10,Private,Pet Care service,Advertising,,Healthcare access,We provide an animal clinic search service ,,,,,[],,2016-02-03 14:39:53.466240
meetin,meetin,https://play.google.com/store/apps/details?id=com.meetin.weather,,Anyang-si,Gyeonggi-do,kr,13936,Jan-50,,Environment/Weather,"Consulting, Data analysis for clients",,Environment and climate change,"We judge whether it is really cold or hot using temperature, humidity, rainfall, wind velocity etc and provide the results in a text form. 
* We give male-female information on what clothing to wear today. (Possible to select Male / Female)",,,,,[],,2016-02-03 14:40:37.728037
minicinema,minicinema,www.minicinema.co.kr,2014,Suwon-si,Gyeonggi-do,kr,16541,1 - 10,Private,Advertising,"Data/Technology, Media, Contents distribution",,"Educational opportunity, Contents Industry development","Mini Cinema is a short film web/app platform to provide distribution, delivery and profits for short film directors and short films for users",,,,,[],,2016-02-03 14:39:51.822509
mirtech,mirtech,www.mirtech.co.kr ,1994,Seocho-gu,Seoul,kr,06640,11 - 50,Private,Data/Technology,Software licensing,,Citizen engagement and participation,,,,,,[],,2016-02-03 14:40:07.162083
