company_name_id,company_name,url,city,state,zip_code,ceo_first_name,ceo_last_name,year_founded,full_time_employees,company_type,company_category,revenue_source,description,description_short,financial_info,sourceCount
Canon,Canon,http://www.canon.com,Melville,NY,11747,,,1937,0,Public,Data/Technology,Not reported by company,"Canon is a Japanese multinational corporation specialized in the manufacture of imaging and optical products, including cameras, camcorders, photocopiers, steppers, computer printers and medical equipment. 

<p>Canon scanners offer high-performance features that make converting paper documents easier, such as high-speed precision feeding technology, compact design, high-speed color capability and even flexible configuration options. Canon is working with Captricity to transform government data into a form whereby it can be tagged, shared, secured and mashed up.</p>","Canon pursues the development of innovative technologies, including technology used for managing open data.",,100+
Capital-Cube,Capital Cube,http://www.capitalcube.com,Williamsville,NY,14221,,,2010,0,partnership,Finance & Investment,Not reported by company,"Capital Cube provides company analysis including on-demand fundamental research, portfolio evaluation, and screening tools on over 40000 global equities and ETFs. The web portal empowers your investment ideas through in-depth analysis on a company’s (a) performance relative to its peers, (b) accounting and earnings quality, (c) dividend strength, and (d) likely corporate actions such as dividend changes, share buybacks, and acquisitions. Our stock screener allows you to identify investment ideas using natural business terms and by investing themes e.g. companies likely to increase dividends or those with earnings quality issues. The ETF Analysis tool provides detailed fundamental analysis of ETFs by each risk component.","Developed over three years by finance and technology professionals, Capital Cube's platform converts data assets into narrative forms.",,NA
Capital-Iq,Capital IQ,https://www.capitaliq.com,New York,NY,10041,,,1999,0,Private,Finance & Investment,Not provided by company,"Whether it's helping to identify new investment ideas, understanding the hidden value in a transaction or enterprise, providing strategies that both mitigate risk and unlock opportunity, or delivering proprietary research and analytics on multi-asset class holdings, S&P Capital IQ works shoulder-to-shoulder with clients to deliver workflow-specific solutions.",S&P Capital IQ serves global financial clients by providing enterprise solutions and research offerings.,,NA
Cappex,Cappex,www.cappex.com,Chicago,IL,60606,,,2006,70,Private,Education,not reported by company,"Cappex offers several solutions to colleges and universities that allow them to reach and connect with students in Cappex communities, and help them yield more enrollments by staying engaged with their applicants. We also help higher education institutions and foundations simplify their scholarship process so they can maximize the impact of the scholarships they award.",Cappex offers solutions to colleges and universities that allow them to reach and connect with students.,,NA
Captricity,Captricity,captricity.com,Berkeley,CA,94704,Kuang,Chen,2011,10,Private,Data/Technology,"Subscriptions, User Fees for Web or Mobile Access, Monthly and Annual Subscriptions, Pay as You Go, Professional Services","Captricity transforms static documents, including handwriting on paper, into actionable data. Our solution is fast, vastly scalable, highly secure and 99%+ accurate. Our mission is to unlock the data that drives the world forward.  For everyone.","Captricity is a tech startup that has launched a completely self-serve data entry web service which extracts structured information, including handwriting, from paper forms.",Venture funded - Social+Capital with Atlas Ventures and the Knight Foundation,NA
Carfax,CARFAX,http://www.carfax.com,Centreville,VA,20120,,,1984,0,Private,Transportation,Not provided by company,"CARFAX, which was started to provide vehicle history information on used cars. CARFAX provides vehicle history information to millions of consumers each year. CARFAX Vehicle History Reports are available on all used cars and light trucks model year 1981 or later. Using the unique 17-character vehicle identification number (VIN), a CARFAX Report is instantly generated from our database of over six billion records.","CARFAX, which was started to provide vehicle history information on used cars, now claims the most comprehensive vehicle history database available in North America.",,100+
Caspio,Caspio,http://www.caspio.com/,Santa Clara,CA,,,,2000,51,Private,Data/Technology,Not reported by company,"Caspio’s on-demand cloud-based database platform replaces coding with intuitive point-and-click wizards, enabling users to rapidly produce web database components for capturing, publishing and managing data online.","Caspio offers a cloud-based platform that allows users to create forms, publish databases or create business web applications fast and without programming.",,NA
Castle-Biosciences,Castle Biosciences,http://www.castlebiosciences.com,Friendswood,TX,77546,,,2008,0,Private,Scientific Research,Not reported by company,"Castle Biosciences, Inc. specializes in diagnostic tests for cancers. The company goal is to help advance the care for cancers through objective testing. Our team works with outstanding members of the oncology community throughout the discovery, development and utilization of these tests.","Castle Biosciences works with cancer institutions to license proprietary technologies and complete development and validation, making tests available to individuals afflicted with a rare cancer.",,NA
Cb-Insights,CB Insights,http://www.cbinsights.com/,New York,NY,10018,Anand,Sanwal,2009,15,Private,Finance & Investment,"Lead Generation To Other Businesses, Subscriptions, API","CB Insights takes immense amounts of data about private companies, their investors, their acquirers and the emerging industries they compete in to provide forward-looking intelligence on the health of companies, investors, industries and competitor strategy.","CB Insights helps track the world's most promising private companies, their investors, their acquirers and the industries in which they compete.","Investment: $1.15 million from National Science Foundation SBIR.

7-figure recurring revenues",1-10
Ceiba-Solutions,Ceiba Solutions,http://www.ceibasolutions.com,Boston,MA,02109,,,2006,0,Private,Scientific Research,Not reported by company,Ceiba is a products and service company dedicated to unleashing the value of life science and healthcare data while reducing the cost to manage it.,Ceiba is a products and service company dedicated to unleashing the value of life science and healthcare data while reducing the cost to manage it.,,NA
Center-For-Responsive-Politics,Center for Responsive Politics,www.opensecrets.org,Washington DC,DC,20005,,,1983,50,Nonprofit,Research & Consulting,Not reported by company,"As a nonpartisan, independent and nonprofit organisation, the Center for Responsive Politics aims to create a more educated voter, an involved citizenry and a more responsive government.",The Center for Responsive Politics is a research institution tracking money in U.S. politics and its effect on elections and public policy.,,NA
Cerner,Cerner,http://www.cerner.com,North Kansas City,MO,64117,,,1979,0,Public,Healthcare,Not reported by company,"Cerner is a major U.S. supplier of health care information technology solutions that optimize clinical and financial outcomes. Cerner offers clients a dedicated focus on health care, an end-to-end solution and service portfolio, and proven market leadership.",Cerner's mission is to contribute to the systemic improvement of health care delivery and the health of communities.,,NA
Certara,Certara,http://www.certara.com,St Louis,MO,63132,,,2008,0,Private,Scientific Research,Not reported by company,"Certara provides expertise spanning drug discovery and development – with modeling, analysis, and simulation methods that include molecular modeling, PK/PD modeling and simulation, PBPK modeling and simulation, prediction of drug-drug interactions, and clinical trial simulation. With these capabilities, Certara is able to help our customers accelerate decision making, and enable the cross-disciplinary approaches necessary for translational science. 

Certara also offers software and scientific consulting services in the areas of pharmacometrics, PK/PD analysis, biostatistics, medical writing, and PBPK modeling and simulation. It serves pharmaceutical and biotechnology customers and users. The company was founded in 2008 and is based in St. Louis, Missouri with additional offices in California, North Carolina, France, Germany, the United Kingdom, China, India, and Japan.","Certara provides expertise spanning drug discovery and development – with modeling and analysis that include molecular modeling, prediction of drug-drug interactions, and clinical trial simulation.",,NA
Cgi,CGI,http://www.cgi.com/en,New York,NY,10004,,,1976,0,Public,Business & Legal Services,Not reported by company,"CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of our clients' businesses. The company provides business process outsourcing (BPO), systems integration and consulting. It has particular expertise in cloud computing, health information exchanges, cybersecurity, and biometrics. CGI's end-to-end services are targeted at several select verticals: financial services; telecommunications and utilities; manufacturing, retail, and distribution; health; and government, which is its largest client market.",CGI provides end-to-end IT and business process services that facilitate the ongoing evolution of its clients' businesses.,,100+
Charles-River-Associates,Charles River Associates,http://crai.com/,,MA,,,,1965,0,Public,Research & Consulting,Not reported by company,"Charles River Associates is a global consulting firm that offers economic, financial, and strategy expertise to major law firms, corporations, accounting firms, and governments around the world. We offer litigation and regulatory support, business strategy and planning, market and demand forecasting, policy analysis, and risk management consulting.","Charles River Associates is a global consulting firm that offers economic, financial, and strategy expertise to major law firms, corporations, accounting firms, and governments.",,NA
Charles-Schwab-Corp,Charles Schwab Corp.,https://www.schwab.com,San Francisco,CA,94105,,,1973,0,Public,Finance & Investment,Not reported by company,"The Charles Schwab Corporation is a savings and loan holding company. The company, through its subsidiaries, is engaged in securities brokerage, banking, and related financial services. It provides financial services to individuals and institutional clients through two segments: Investor Services and Institutional Services.",Charles Schwab is an investment services firm that innovates and advocates for individual investors and the financial professionals who serve them.,,NA
Chemical-Abstracts-Service,Chemical Abstracts Service,https://www.cas.org,Columbus,OH,43202,,,1907,0,Nonprofit,Scientific Research,Not reported by company,"CAS originated in 1907 when the American Chemical Society launched Chemical Abstracts to keep scientists in touch with new chemical information worldwide. To continue fulfilling this mission as publicly disclosed chemical information grew exponentially, CAS adapted computerisation to speed editorial processing in the 1960s. This led to the creation of the CAS Chemical Registry System, CAS databases, and a range of electronic information services, which now account for 96 per cent of CAS’ business. 

<p>CAS offers a large and comprehensive database of disclosed chemical substances, the CAS Registry, with 33 million records for organic and inorganic chemicals.</p>","Chemical Abstracts Service, a division of the American Chemical Society, finds, collects and organizes all publicly disclosed chemical substance information.",,NA
Child-Care-Desk,Child Care Desk,http://childcaredesk.com,New York,NY,,,,2013,0,,Lifestyle & Consumer,Not reported by company,"ChildCareDesk is a cloud-based Software Platform that aims to help parents find quality child care near them, and help child care centers build an online presence that in turn would help them grow their business and reach out to more parents. ChildCareDesk also helps government agencies, non-profit organizations and investors with data points they may use to invest in child care and make more options available for parents.","Child Care Desk is a platform to help parents find child care and help government, non-profits and investors with data for investing in child care.",,NA
Chubb,Chubb,http://www.chubb.com,Warren,NJ,07059,,,1882,0,Public,Insurance,Not reported by company,"The Chubb Corporation, through its subsidiaries, provides property and casualty insurance to businesses and individuals. The company distributes its products through independent insurance agents and insurance brokers in the United States, Canada, Europe, Australia, Latin America, and Asia.",Chubb offers property and casualty insurance.,,NA
Citigroup,Citigroup,http://www.citigroup.com/citi/,New York,NY,10022,,,1812,0,Public,Finance & Investment,Not reported by company,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions. 

<p>The company's Global Consumer Banking segment provides various banking, credit card lending, and investment services through a network of local branches, offices, and electronic delivery systems. The company's Institutional Clients Group segment provides a range of banking, and financial products and services to corporate, institutional, public sector, and high-net-worth clients. </p>","Citi provides consumers, corporations, governments and institutions with a broad range of financial services and products.",,NA
Cityscan,CityScan,www.CityScan.com,Chicago,IL,60654,David,Guttman,2011,4,Private,Geospatial/Mapping,Data Management and Analytic Services,"CityScan, a Chicago venture-backed software company, is a leader in the field of intelligent data collection and integration for Smart Cities and Utilities. Our patented process integrates private and municipal data with the most advanced 3D visual data collection methods available, resulting in improved efficiency operations while reducing overall costs. Our technology provides clients a solution to manage their assets, ensure businesses are operating within local ordinances and provide a safe environment for their residents.","CityScan provides cities and utilities a solution to manage their assets, ensure compliance with local ordinances, improve safety, and increase overall efficiency using mobile 3D-scanning.","CityScan has raised $1.5M in an oversubscribed seed round, which closed in April 2013.",10-50
Citysourced,CitySourced,http://www.citysourced.com/,Log Angeles,CA,90025,Jason,Kiesel,2007,15,Private,Governance,Software Licensing,"CitySourced is a major enterprise civic engagement platform, covering over 25 million residents worldwide. CitySourced empowers organizations by allowing residents to report back problems in their communities directly using our simple, free smartphone application. Our service leads municipalities to greater efficiencies, to be more responsive, and to accomplish more with fewer resources.","CitySourced is a real time, mobile civic engagement platform that lets residents easily interact with their government.",,100+
Civic-Impulse-Llc,Civic Impulse LLC,https://www.govtrack.us/civicimpulse,Washington,DC,20004,Joshua,Tauberer,2009,1,Private,Governance,Advertising,"GovTrack.us, the main project of Civic Impulse LLC, is a government transparency website. The site helps ordinary citizens find and track bills in the U.S. Congress and understand their representatives' legislative record.

<p>In 2012, GovTrack.us was used by more than 5 million individuals. Its embeddable widgets were deployed on more than 70 official websites of Members of Congress. GovTrack also openly shares the data it brings together so that other websites can build other tools to help citizens engage with government.</p>","Civic Impulse builds tools that foster civic participation, civic education and government transparency, and works with governments on improving government data policy.",,NA
Civic-Insight,Civic Insight,http://civicinsight.com,San Francisco,CA,94103,Eddie,Tejeda,2012,5,Private,Housing/Real Estate,Data Management and Analytic Services,"Civic Insight turns buried property data critical to the development of cities into actionable information. While knowledge of city codes and permits is required for construction, development, and revitalization, too often the status of the work is opaque. This slows down projects and is costly for everyone involved. Civic Insight makes it easy to quickly access up-to-date information in ways that are easy to understand and use.",Civic Insight makes official data about buildings easily findable and usable.,"In 2012, as Code for America fellows, we launched BlightStatus in the City of New Orleans.  In 2013 we received our first investment from the Knight News Challenge. This has given us the chance to grow our team and expand our capacity. We rewrote most of our application to be more scalable and in early 2014 successfully re-deployed in New Orleans, launched in Palo Alto, and will be launching in multiple cities throughout the year.  We have also built partnerships with major vendors, such as Accela, ESRI and Socrata, and are leveraging their expertise to gain traction.",1-10
Civinomics,Civinomics,civinomics.com,Santa Cruz,CA,95060,Manu,Koenig,2011,6,Private,Governance,Lead Generation To Other Businesses,"Civinomics' mission is to improve civic decision-making through the collective creativity of communities. Our platform provides a one-stop-shop civic portal where people can engage in the issues they care about. They can also find the resources needed to make more educated decisions and find better solutions. Our platform provides a place for people to vote on ideas, discuss topics and ask questions, and share the relevant information needed to address an issue. It also closes the civic loop by allowing users to send these ideas directly to their leaders, and raise the necessary funds for implementation.",Civinomics is an online platform that provides a platform where people can civically engage on issues that matter to them.,"Civinomics.com launched on April 11, 2013 with local emphasis on Santa Cruz, CA. Our current site stats: 520+ users, with an average of 4.3 pages viewed. Multiple clients are secured for a client based business model (including the San Francisco Public Utilities Commission). However, we are now pivoting towards a crowdfunding/sponsor model. Current Private Funding = $160K.",NA
Civis-Analytics,Civis Analytics,http://civisanalytics.com/,,IL,,,,2013,0,Private,Data/Technology,Not reported by company,"Civis Analytics is a Big Data analytics firm based in Chicago, IL and Washington, DC. We help companies, non-profits, and campaigns leverage their data to develop smarter strategy, make better decisions, and build stronger, data-driven organizations.","Civis Analytics helps companies, non-profits, and campaigns leverage their data to develop smarter strategy, make better decisions, and build stronger, data-driven organizations.",,NA
Clean-Power-Finance,Clean Power Finance,http://www.cleanpowerfinance.com,San Francisco,CA,94105,Nat,Kreamer,2006,125,Private,Energy,"Software Licensing, Transaction fees across our platform",Clean Power Finance is a financial technology company whose mission is to drive the mass adoption of residential solar. It connects institutional investors looking for attractive managed-risk assets with solar professionals who sell solar finance products that help US consumers afford clean solar energy.,Clean Power Finance is an unbranded platform that connects the residential solar industry with capital markets.,"CPF has raised $90MM in equity to date, and manages more than half a billion dollars on behalf of third-party project finance investors that include corporations (Google), finance firms (KWF), and power companies (Integrys Energy Services and Dominion Resources).",1-10
Clearstory-Data,ClearStory Data,www.clearstorydata.com,Palo Alto,CA,94301,,,2011,20,Private,Data/Technology,not reported by company,"ClearStory Data is making it easy for business users to find, combine and interactively explore big, diverse data across first-party and third-party sources for immediate insights. The ClearStory Data team has decades of combined experience at Aster Data, Cloudera, Google, Teradata, Oracle, Netscape and Opsware.","ClearStory Data makes it easy for business users to find, combine and interactively explore data across first-party and third-party sources.","Based in Palo Alto, California, ClearStory Data is backed by Kleiner Perkins Caufield & Byers, Andreessen Horowitz, Google Ventures, Khosla Ventures and notable Silicon Valley industry leaders",100+
Climate-Corporation,Climate Corporation,http://www.climate.com,San Francisco,CA,94103,David,Friedberg,2007,0,Public,Food & Agriculture,Software Licensing,"The Climate Corporation aims to help farmers around the world protect and improve their farming operations with powerful software and insurance products. The company's proprietary Climate Technology Platform‚ combines hyper-local weather monitoring, agronomic data modeling, and high-resolution weather simulations to deliver Climate Basic and Climate Pro‚ mobile SaaS solutions that helps farmers improve profitability by making better informed operating and financing decisions, as well as Total Weather Insurance, an insurance offering that pays farmers automatically for bad weather that may impact their profits. The company is also an authorized provider of the U.S. Federal crop insurance program, enabling authorized independent crop insurance agents to provide farmers with a powerful full-stack risk management solution. In the face of increasingly volatile weather, the global $3 trillion agriculture industry depends on the company's unique technologies to help stabilize and improve profits and, ultimately, help feed the world.",The Climate Corporation aims to help farmers around the world protect and improve their farming operations with uniquely powerful software and insurance products.,"Venture funding 2007 - 2012 through three round totaling around $110M. Investors include Google Ventures, Khosla Ventures, Founders Fund, Index Ventures and NEA.",NA
Clinicast,CliniCast,http://clinicast.net/,Millbrae,CA,94030,Jack,Challis,2011,2,Private,Healthcare,"Data Management and Analytic Services, Software Licensing, Subscriptions, User Fees for Web or Mobile Access","CliniCast builds comprehensive oncology solutions that enables providers to reduce the cost of managing cancer without compromising patient care. This solution integrates diverse data sources, performs a broad range of analysis —from populations to individual patients— and configures cancer care pathways.

Overview
Benefits include:
    ● Measurements of cost, outcome, quality of life, pathway adherence and patient satisfaction.
    ● Transparency into the cost utilization of oncology care to improve decisions.
    ● Matching of patients to appropriate care pathways and track their progress
    ● Identification of gaps in care and treatment variances to assist in determining care priorities.
    ● Determination of opportunities to reduce costs without adversely affecting patient outcome",CliniCast builds comprehensive oncology solutions that enables providers to reduce the cost of managing cancer without compromising patient care.,"CliniCast is an early stage startup company with revenues <$1M. As participants in RockHealth's program, our investors include venture capital firms such as Mayo Ventures, Aberdare, Mohr Davidow and Kleiner Perkins. CliniCast has also been supported by angel investors and Physician Partners as a strategic investment.",1-10
Cloudmade,Cloudmade,http://cloudmade.com,Menlo Park,CA,94025,Juha,Christensen,2007,0,Private,Geospatial/Mapping,Not reported by company,"CloudMade provides OEMs and application developers with a range of innovative tools and APIs that let them create unique location based devices and applications across all major web and mobile platforms. These solutions are cloud connected which keeps the maps and data fresh, keeps the users data synchronized across screens and links the user to their personal social data.","CloudMade's platform makes geospatial data from hundreds of different sources accessible for different devices and automotive manufacturers, developers and enterprises.",,100+
Cloudspyre,Cloudspyre,http://www.cloudspyre.com,Bristow,VA,20152,Stephen,Jernigan,2010,0,Private,Lifestyle & Consumer,"Consulting, App Sales","Cloudspyre LLC is a boutique custom software development company, specializing in developing mobile, cloud, and web-based software solutions. We build iOS, Android, and BlackBerry Apps to help people learn about the world around them. Cloudspyre also partners with other companies to do the programming side of their creative projects. Cloudspyre has expertise developing websites on a large variety of application platforms. Our favorite is building Ruby on Rails websites with custom backends. All the websites for Cloudspyre's apps are built on Ruby on Rails.","Cloudspyre is a software development company and creator of Gender Gap, an award-winning app developed with Department of Labor data on gender inequality in compensation.",,NA
Code-For-America,Code for America,http://codeforamerica.org,San Francisco,CA,94103,Bob,Sofman,2009,60,Nonprofit,Governance,Philanthropy,"Founded in 2009, Code for America (CfA) is a nonprofit that partners with local governments and citizens to foster civic innovation. By working to reinvigorate civic participation, accelerate the civic startup marketplace, facilitate collaboration between government leaders, and build new tools that enhance and strengthen communities, CfA is helping governments solve old problems in new ways. CfA is working towards a government by the people, for the people, that works in the 21st Century.","Code for America helps residents and governments harness technology to solve problems; a government truly by the people, for the people, in the 21st century.","You can find all of our donors, funder, sponsors, and financials here: http://2013.codeforamerica.org.",100+
Coden,Code-N,http://www.code-n.com,Menlo Park,CA,94025,Randy,Haldeman,2010,0,Private,Data/Technology,Not reported by company,"Code-N is a cloud computing company that leverages an advanced semantic web technology to deliver software solutions to Big Data problems. Code-N is a software provider of concept-based business solutions that aims to make massive data interoperable, unambiguous, non-redundant, and accessible for extracting industry specific intelligence. 

Code-N is an Associated Partner of the Open PHACTS community and supports the Open Pharmacological Space, funded under the Innovative Medicines Initiative, a Public:Private Joint undertaking between EFPIA and the European Commission.",Code-N is a cloud computing company that leverages concept-based technology to deliver software solutions to the BioPharma industry.,"Code-N is an early stage, privately held, Silicon Valley based enterprise.",NA
College-Abacus,College Abacus,https://collegeabacus.com,St Petersburg,FL,33701,Abigail,Seldin,2012,1,Private,Education,"Philanthropy, Software Licensing","College Abacus is a free service that allows users to compare their projected financial aid packages across schools and to identify schools within their budgets. Using net price calculators (NPCs) built by US colleges as mandated by the Higher Education Opportunity Act of 2008, College Abacus has built a system that generates estimates for more than 3800 post-secondary institutions in the United States.","A free service, College Abacus enables users to compare their projected financial aid packages across schools and to identify schools within their budgets.","Our initial funds were provided through a combination of private investment and grant funds from the College Knowledge Challenge, an initiative funded by the Gates Foundation. 

Our first paid products will launch in April 2014.",1-10
College-Board,College Board,http://www.collegeboard.org,New York,NY,11023,David,Coleman,1900,1400,Nonprofit,Education,"Data Management and Analytic Services, educational assessment","The College Board is a mission-driven not-for-profit organization that connects students to college success and opportunity. Founded in 1900, the College Board was created to expand access to higher education. Today, the membership association is made up of more than 5,900 of the world’s leading educational institutions and is dedicated to promoting excellence and equity in education. Each year, the College Board helps students prepare for a successful transition to college through programs and services in college readiness and college success — including the SAT® and the Advanced Placement Program®. The organization also serves the education community through research and advocacy on behalf of students, educators and schools.",The College Board seeks to ensure that every student in the US has access to a high-quality education and is prepared to succeed in college.,,100+
Compendia-Bioscience-Life-Technologies,Compendia Bioscience Life Technologies,http://www.lifetechnologies.com/us/en/home/life-science/cancer-research/cancer-genomics/compendia-bioscience-life-technologies.html,Ann Arbor,MI,48104,,,2006,50,Public,Scientific Research,"Database Licensing, Software Licensing, Subscriptions","Compendia Bioscience aims to be the most relevant provider of high-value genomic data, helping our customers find cures for cancer using genomic data and suggesting available, high-potential therapies for individual patients based on their distinct genomic profiles.","Compendia Bioscience provides data, products, and solutions to support pharma, diagnostics, and personalized medicine business applications in oncology.",,1-10
Compliance-And-Risks,Compliance and Risks,http://www.complianceandrisks.com,Oregon House,CA,95962,,,2000,0,Private,Business & Legal Services,Not reported by company,"Compliance & Risks provides companies with web-based Compliance Knowledge Management (CKM) solutions to get their products to market fully compliant with all applicable global and/or local legislations. Our aim is to liberate business from the complex regulatory environment. 

<p>We provide online tools that deliver the timely and accurate global regulatory intelligence. Our innovative product C2P is used by major Blue chip companies worldwide. C2P (Compliance-to-Product) is a web-based compliance knowledge management (CKM) system that integrates a daily-updated database of global regulations within compliance software and a knowledge management system. C2P replaces emails, spreadsheets, and paper trails with an online suite of communication and collaboration tools that are designed for managing compliance. It helps to organize each step of tracking global regulations, defining issues, assessing risks, assigning tasks, monitoring compliance, and producing reports all the way to full compliance.</p>

<p>C&R currently supports the electronics hardware/software and the healthcare industries with its C2P solution.</p>",Compliance and Risks guides businesses through the ever-changing and complex maze of compliance ensuring that they know and comply with current regulations.,"C&R has its headquarters in Cork, Ireland and its software development team in the UK and northern California. The company's growing team of domain experts includes lawyers in Ireland, the United Kingdom, Europe, the United States, and Asia.",NA
Computer-Packages-Inc,Computer Packages Inc,http://www.computerpackages.com/,,MD,,,,1968,0,Private,Data/Technology,Not reported by company,Computer Packages Inc. provides intellectual property management systems and patent annuity payment services. Our exclusive patent audit service improves your ability to manage acquisitions and/or divestitures efficiently.,"CPI is a major, established provider of IP systems.",,NA
Connectedu,ConnectEDU,http://www.connectedu.com,Boston,MA,02210,,,2002,0,Private,Education,Not reported by company,"ConnectEDU’s technology solutions empower students by informing their academic and career decisions. ConnectEDU has developed an expertise in the management of data—including data acquisition, loading, standardization, normalization, storage, and security. To ensure a successful implementation of a product, suite of products or enterprise deployment, our data management solution is our core competency.",ConnectEDU’s technology solutions empower students by informing their academic and career decisions.,,NA
Connotate,Connotate,http://www.connotate.com,New Brunswick,NJ,08901,,,2000,0,Private,Data/Technology,Not reported by company,"Connotate transforms web data and content into high-value information assets – to feed content products, grow market and business intelligence, enable mass data aggregation, migration and integration.

<p>Connotate’s patented intelligent Agent technology empowers both business users and programmers to quickly create data sets, new applications and content products. With Connotate, customers experience productivity gains, reduced costs, mitigated risks, more informed decision-making and strategic and competitive advantages.</p>","Connotate provides Web data extraction and monitoring to help businesses make smarter decisions, reduce costs and grow revenue.",,100+
Construction-Monitor-Llc,Construction Monitor LLC,www.constructionmonitor.com,Cedar City,UT,84721,David,Mineer Sr.,1989,15,Private,Housing/Real Estate,"Database Licensing, Subscriptions","The Construction Monitor's vision is to compile and database every building permit (valuation over 10k) issued throughout the United States every week. Currently we have reached that goal in the Western United States and Texas. At the start of 2012 we launched a campaign to have the Eastern United States covered by the end of 2014. 

<p>Over the years we have developed a proprietary system to collect database building permits in ""real time"". The data is used by the construction industry for leads to find new work and the financial industry to forecast economic trends. There are many other industries (both public and private) that use building permit data in many different ways.</p>","Construction Monitor provides timely, detailed and accurate building permit information, using state of the art technologies to continuously improve its work processes.","The company is owned by Dave Mineer Sr and son David Mineer Jr. At this time we have 23 employees and about 100 independent contractors throughout the world. Our gross revenues grew to little over $2,000,000 in 2008 and stayed there during the recession for 4 years. This year with the construction industry rebounding our goal is to reach $3,000,000 by the end of the year. We are currently self funded.",NA
Consumer-Reports,Consumer Reports,www.consumerreports.org,Yonkers,NY,10703,James,Guest,1936,550,Nonprofit,Lifestyle & Consumer,"Philanthropy, Subscriptions","Consumer Reports was founded in 1936 when consumers lacked a reliable source of information they could depend on to help them distinguish good products from bad ones. Since then Consumer Reports has filled that vacuum with a broad range of consumer information. Consumer Reports has a wide circulation in print and on its website, ConsumerReports.org, which has the most subscribers of any website of its kind. All of Consumer Reports' work is informed by the more than 1 million readers who respond to our Annual Questionnaire, among the largest and most comprehensive consumer studies in the world. 

<p>In 2008, Consumer Reports also launched several initiatives, including the Consumer Reports Health Ratings Center, which serve to educate and empower consumers to make more informed healthcare decisions and to help change the market.</p>","Consumer Reports is an independent, nonprofit organization whose mission is to work for consumer empowerment and a fair, just, and safe marketplace for all consumers.",,NA
Coolclimate,CoolClimate,http://coolclimate.berkeley.edu,Berkeley,CA,94720,,,2007,10,Nonprofit,Environment & Weather,"Data Management and Analytic Services, User Fees for Web or Mobile Access","The CoolClimate Network (CCN) is a division of UC Berkeley's Renewable and Appropriate Energy Laboratory (RAEL). CCN carries out research on carbon footprint mitigation, develops carbon management tools for public, business and government users and implements best practice programs grounded in behavior research to engage business and individuals in voluntary carbon reductions. All calculations and data are fully transparent, published on our website and in peer-reviewed research.","CoolClimate provides a complete, highest-resolution, peer-reviewed model of carbon footprints associated with transportation, foods, goods and services for households, businesses, organizations and cities.",,1-10
Copyright-Clearance-Center,Copyright Clearance Center,http://www.copyright.com,Danvers,MA,01923,,,1978,0,Private,Business & Legal Services,Not reported by company,"Copyright Clearance Center (CCC) is a global rights broker for the world’s most sought-after books, journals, blogs, movies and more. CCC provides smart solutions that simplify the access and licensing of content. These solutions let businesses and academic institutions quickly get permission to share copyright-protected materials, while compensating publishers and creators for the use of their works. CCC provides information solutions to companies of all sizes, as well as academic institutions, law firms, healthcare organizations and government agencies.","Copyright Clearance Center (CCC) is a global rights broker for  books, journals, blogs, movies and more.",,NA
Corelogic,CoreLogic,http://www.corelogic.com,Irvine,CA,92618,Anand,Nallathambi,2010,5000,Public,Housing/Real Estate,"Data Management and Analytic Services, Database Licensing","CoreLogic is a leading global property information, analytics and data-enabled services provider. The company's combined data from public, contributory and proprietary sources includes over 3.3 billion records spanning more than 40 years, providing detailed coverage of property, mortgages and other encumbrances, consumer credit, tenancy, location, hazard risk and related performance information. The markets CoreLogic serves include real estate and mortgage finance, insurance, capital markets, and the public sector. CoreLogic delivers value to clients through unique data, analytics, workflow technology, advisory and managed services. Clients rely on CoreLogic to help identify and manage growth opportunities, improve performance and mitigate risk. Headquartered in Irvine, CA, CoreLogic operates in North America, Western Europe and Asia Pacific.","CoreLogic maintains one of the largest and most comprehensive real estate, mortgage-finance and property location databases in the country.","Revenue: $1,331 million
Operating Income: $172 million
Market Cap: $3.3 billion
Employees: 5,000+
Operations: 8 countries
Principal Markets: U.S. and Australia
Headquarters: Irvine, California",100+
Costquest,CostQuest,http://www.costquest.com,Cincinnati,OH,45206,,,1990,0,partnership,Business & Legal Services,Not reported by company,"CostQuest Associates' information systems and services deliver comprehensive solutions to complicated business challenges. These solutions reflect the highly specific needs of businesses, including the impact of financial, economic, and regulatory environments. CostQuest has also provided proprietary profitability, cost, telecom engineering, and metrics systems along with demographic data, data analysis, and GIS support to enhance decision-making in some of the world’s leading companies.","CostQuest provides global knowledge of costs, business functions, network modeling, telecommunications, economics, regulation, and applying the right data to make accurate business decisions.",,NA
Credit-Karma,Credit Karma,https://www.creditkarma.com,San Francisco,CA,94104,,,2007,0,Private,Finance & Investment,Not reported by company,"Credit Karma helps users manage their debt and finances by finding the best savings options for  credit cards, mortgage, auto loans, and more. Credit Karma enables users to quickly and easily track their credit score, credit attributes, and debt over time, from a single source.

<p>Use our free interactive tools and simulators to help you learn how to anticipate changes in your credit score.  Use our credit report card to compare and learn more about your credit report and how financial institutions view you. Compare your credit report to others and see how the various items on your credit report affect your credit score.</p>",Credit Karma gives consumers access to all of their financial information in one location for free.,,NA
