ts,referer,page,user_agent,ip
2014-04-29 17:58:22.512871,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:2.0b7pre) Gecko/20100921 Firefox/4.0b7pre,192.95.29.28
2014-04-29 23:23:08.440946,,/chart/,Mozilla/5.0 (compatible; Lipperhey SEO Service; http://www.lipperhey.com/),62.212.77.224
2014-04-30 08:53:11.998825,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.55.33.103
2014-04-30 12:54:58.955340,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.215
2014-04-30 14:55:22.728955,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0,192.99.36.29
2014-04-30 16:39:54.229285,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.200
2014-04-30 17:54:58.473044,http://luisdaniel.com/Open-Data-Compass,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.89
2014-04-30 22:30:17.621413,http://www.opendata500.com,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",198.27.126.178
2014-04-30 22:41:08.176815,,/chart/,Java/1.6.0_04,79.116.31.255
2014-04-30 23:38:17.441581,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",114.79.13.242
2014-05-01 02:12:35.599121,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.81.124.61
2014-05-01 05:31:46.775377,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),23.22.177.89
2014-05-01 06:13:41.131730,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:22.0) Gecko/20100101 Firefox/22.0,192.95.29.28
2014-05-01 10:03:57.107103,,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.68.148
2014-05-01 14:00:23.516302,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:28.0) Gecko/20100101 Firefox/28.0,198.103.167.20
2014-05-01 15:34:50.259899,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.200
2014-05-02 04:13:56.684395,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",202.3.209.10
2014-05-02 08:53:29.487833,http://www.opendata500.com,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:22.0) Gecko/20100101 Firefox/22.0,192.99.34.188
2014-05-02 08:53:29.792881,http://www.opendata500.com,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",192.99.34.188
2014-05-02 12:38:25.454665,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.215
2014-05-02 22:19:04.006277,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.80.200.163
2014-05-03 00:10:13.781326,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),216.151.137.36
2014-05-03 00:10:13.183913,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),216.151.137.36
2014-05-03 01:01:06.260017,,/chart/,Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/),123.30.175.84
2014-05-03 12:07:40.717727,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36",46.249.58.105
2014-05-03 14:42:45.361914,,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",65.50.203.200
2014-05-03 22:49:30.106299,,/chart/,Twitterbot/1.0,199.16.156.125
2014-05-04 01:41:34.654159,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.237.150.220
2014-05-04 10:56:22.207114,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; SEOkicks-Robot; +http://www.seokicks.de/robot.html),46.4.68.142
2014-05-05 05:17:16.982123,,/chart/,Java/1.6.0_04,79.116.31.239
2014-05-05 07:40:12.185684,,/chart/,Mozilla/4.0 (compatible;),170.252.72.61
2014-05-05 10:51:17.960774,http://opendata500.herokuapp.com,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36",192.99.36.30
2014-05-05 13:13:46.810377,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.196.176.140
2014-05-06 04:31:23.333383,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),158.180.192.10
2014-05-06 06:08:06.343076,,/chart/,Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm),157.55.33.25
2014-05-06 07:13:06.167414,http://opendata500.herokuapp.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",192.99.32.200
2014-05-06 07:54:45.046037,http://luisdaniel.com/following/postswithcomments/luisdaniel.com/Open-Data-Compass,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.33
2014-05-06 08:19:49.300947,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.19.249.196
2014-05-06 08:19:49.601896,,/chart/,Mozilla/4.0 (compatible;),193.254.183.241
2014-05-06 10:26:22.629269,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",165.224.214.1
2014-05-06 14:36:20.413285,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.116.169.254
2014-05-06 14:36:20.723284,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",136.177.62.22
2014-05-06 21:39:51.201052,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",210.146.35.2
2014-05-06 22:00:03.843361,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",210.146.35.2
2014-05-07 01:28:00.983204,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.116 Safari/537.36",210.146.35.2
2014-05-07 02:42:29.355195,http://www.opendata500.com,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/28.0.1500.52 Chrome/28.0.1500.52 Safari/537.36",199.255.214.210
2014-05-07 04:00:16.739101,,/chart/,Mozilla/4.0 (compatible;),158.169.150.10
2014-05-07 12:35:36.404065,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",134.134.137.71
2014-05-07 12:54:23.396953,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.82.177.129
2014-05-07 20:13:42.469865,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),68.180.224.227
2014-05-08 10:36:26.912383,,/chart/,Mozilla/4.0 (compatible;),158.169.150.5
2014-05-08 12:05:41.813000,http://luisdaniel.com/Open-Data-Compass,/chart/,Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0,161.203.19.1
2014-05-08 12:23:42.548320,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; FunWebProducts; .NET CLR 1.1.4322; PeoplePal 6.2),184.154.184.218
2014-05-08 16:01:04.761275,http://luisdaniel.com/#Open-Data-Compass,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),161.203.19.1
2014-05-08 16:59:56.686832,http://luisdaniel.com/Open-Data-Compass,/chart/,Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0,161.203.19.1
2014-05-09 00:24:17.668767,,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:28.0) Gecko/20100101 Firefox/28.0 (FlipboardProxy/1.1; +http://flipboard.com/browserproxy),54.80.216.119
2014-05-09 02:36:54.188910,,/chart/,Mozilla/4.0 (compatible;),161.203.19.1
2014-05-09 03:17:16.966398,,/chart/,Mozilla/4.0 (compatible;),161.203.19.1
2014-05-09 04:13:54.029778,,/chart/,Mozilla/4.0 (compatible;),161.203.19.1
2014-05-09 04:42:37.385119,,/chart/,Mozilla/4.0 (compatible;),194.105.50.17
2014-05-09 05:45:23.521074,,/chart/,Mozilla/4.0 (compatible;),161.203.19.1
2014-05-09 09:51:48.709670,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",128.135.100.114
2014-05-09 12:24:53.655221,,/chart/,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MATMJS; rv:11.0) like Gecko,178.167.254.172
2014-05-09 16:59:07.460881,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",192.104.54.179
2014-05-09 18:24:35.150167,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/6.1.1 Safari/537.73.11",192.114.71.13
2014-05-10 06:58:01.599662,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),68.180.224.227
2014-05-10 11:44:43.786698,http://www.opendata500.com,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0,174.140.168.245
2014-05-10 16:30:04.896899,,/chart/,Mozilla/5.0 (compatible; coccoc/1.0; +http://help.coccoc.com/),123.30.175.119
2014-05-10 19:55:41.409635,,/chart/,Java/1.6.0_04,79.116.31.243
2014-05-10 22:24:53.375719,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",72.229.107.215
2014-05-11 06:31:16.828884,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),198.50.192.250
2014-05-11 07:51:38.918451,http://opendata500.herokuapp.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,192.99.32.200
2014-05-11 12:13:05.732125,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),192.3.183.63
2014-05-11 14:01:17.451240,http://www.opendata500.com,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:22.0) Gecko/20100101 Firefox/22.0,178.216.53.21
2014-05-11 14:01:28.152489,http://www.opendata500.com,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:22.0) Gecko/20100101 Firefox/22.0,199.180.135.245
2014-05-11 19:33:02.372100,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),183.207.228.2
2014-05-11 20:41:55.937276,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),162.244.10.248
2014-05-12 02:30:47.087869,,/chart/,MnoGoSearch/3.3.15,"unknown, 86.110.225.213"
2014-05-12 08:09:42.849556,http://www.opendata500.com/,/chart/,Jakarta Commons-HttpClient/3.1,129.42.208.184
2014-05-12 08:35:05.992430,,/chart/,Mozilla/4.0 (compatible;),139.191.229.180
2014-05-12 13:51:25.695345,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",194.74.48.4
2014-05-12 15:54:04.578110,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",128.241.23.71
2014-05-12 15:54:05.043791,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.116.169.254
2014-05-12 20:33:38.044855,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Linux; Android 4.1.2; GT-N8000 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36",69.35.163.58
2014-05-12 20:36:14.850902,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Linux; Android 4.1.2; GT-N8000 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36",69.35.163.58
2014-05-12 21:10:02.553957,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0),119.147.146.193
2014-05-13 00:09:06.448107,,/chart/,Twitterbot/1.0,199.59.148.210
2014-05-13 05:17:05.029551,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),68.180.224.227
2014-05-13 05:22:35.192526,http://www.opendata500.com/,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0,198.20.71.70
2014-05-13 10:56:07.108380,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible;picmole/1.0 +http://www.picmole.com),54.227.73.51
2014-05-13 12:52:05.339129,http://www.opendata500.com/chart/,/chart/,QuerySeekerSpider ( http://queryseeker.com/bot.html ),49.212.154.200
2014-05-13 17:35:27.198192,http://www.opendata500.org/,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),67.23.190.138
2014-05-14 00:38:18.657041,,/chart/,Mozilla/5.0 (Windows NT 6.1; Win64; x64) KomodiaBot/1.0,207.182.131.42
2014-05-14 00:38:18.785730,http://opendata500.com/chart/,/chart/,Mozilla/5.0 (Windows NT 6.1; Win64; x64) KomodiaBot/1.0,207.182.131.42
2014-05-14 02:41:51.281516,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",147.237.70.108
2014-05-14 04:30:29.430586,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),103.246.38.196
2014-05-14 04:30:30.192437,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),147.237.70.61
2014-05-14 04:41:21.438268,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),162.244.13.24
2014-05-14 04:41:24.251891,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1),162.244.13.24
2014-05-14 06:50:14.103544,,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),54.81.172.23
2014-05-14 07:32:58.553232,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",195.212.29.81
2014-05-14 10:58:48.627648,http://opendata500.herokuapp.com,/chart/,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",62.233.34.217
2014-05-14 11:06:37.146794,,/chart/,Mozilla/4.0 (compatible;),65.87.105.8
2014-05-14 16:18:32.721295,http://www.opendata500.com/?utm_source=Friends+and+Constituents&utm_campaign=2aa588b00c-Biweekly_April_17_2014-FINAL&utm_medium=email&utm_term=0_edc26fd940-2aa588b00c-76468489,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",198.102.39.250
2014-05-14 19:13:27.256470,http://www.opendata500.com,/chart/,Opera/9.80 (Windows NT 6.2; Win64; x64) Presto/2.12.388 Version/12.15,37.187.50.242
2014-05-14 20:35:49.977577,http://luisdaniel.com/following/luisdaniel.com/Open-Data-Compass,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.227
2014-05-14 21:39:13.476268,http://www.opendata500.com,/chart/,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Trident/6.0),37.187.50.242
2014-05-15 00:58:07.084795,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",111.87.102.50
2014-05-15 08:33:46.980974,,/chart/,Java/1.6.0_04,79.116.30.102
2014-05-15 09:45:26.799590,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,41.194.80.2
2014-05-15 18:17:44.656044,http://opendata500.herokuapp.com,/chart/,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",184.22.231.18
2014-05-15 20:28:10.217362,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",111.87.102.51
2014-05-15 21:24:39.362270,,/chart/,Mozilla/4.0 (compatible;),203.6.77.2
2014-05-16 06:02:39.843270,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0,180.246.170.195
2014-05-16 07:04:00.345443,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; MSIE 5.5; Windows NT 5.0) Opera 7.02 Bork-edition [en],66.219.27.158
2014-05-16 10:37:45.540010,,/chart/,Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp),68.180.224.227
2014-05-16 11:54:53.249732,,/chart/,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1),54.87.84.144
2014-05-16 16:18:28.377088,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0,184.20.218.77
2014-05-16 18:42:37.865534,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Linux; Android 4.2.2; Sirius_Evo_QS Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Safari/537.36",109.97.155.242
2014-05-16 23:25:56.934009,,/chart/,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),220.181.108.167
2014-05-17 09:51:14.344881,http://opendata500.herokuapp.com,/chart/,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.72 Safari/537.36",184.22.231.18
2014-05-17 11:10:51.645176,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0),119.147.146.189
2014-05-17 12:11:31.220481,,/chart/,Mozilla/4.0,180.153.214.189
2014-05-18 10:36:34.976394,,/chart/,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0; ips-agent) Gecko/20100101 Firefox/14.0.1,69.58.178.58
2014-05-18 13:56:27.977550,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,184.22.231.18
2014-05-18 17:08:23.879003,,/chart/,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13,54.87.84.144
2014-05-18 17:12:31.716792,http://opendata500.herokuapp.com,/chart/,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,184.22.231.18
2014-05-19 02:42:38.580798,,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.178
2014-05-19 04:21:00.340693,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.19.249.196
2014-05-19 04:21:00.713391,http://www.opendata500.com/,/chart/,Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0,46.30.132.147
2014-05-19 05:23:17.372363,http://opendata500.herokuapp.com/,/chart/,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:22.0) Gecko/20100101 Firefox/22.0,192.99.5.179
2014-05-19 16:29:40.446769,http://www.opendata500.com/,/chart/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),216.136.104.250
2014-05-19 21:33:55.450218,http://www.opendata500.com/,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322),37.59.87.45
2014-05-20 03:14:07.738520,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36",222.72.251.14
2014-05-20 03:35:48.506883,,/chart/,Twitterbot/1.0,199.59.148.209
2014-05-20 04:35:43.769801,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",202.233.46.58
2014-05-20 09:58:55.566816,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36",193.58.247.50
2014-05-20 09:58:58.127969,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),199.19.249.196
2014-05-20 17:45:45.508864,,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; InfoPath.1; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),8.28.16.254
2014-05-20 17:45:45.595832,http://www.opendata500.com/,/chart/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",162.107.240.253
2014-05-20 20:53:25.564891,,/chart/,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0),119.147.146.189
2014-05-20 21:19:46.043835,,/chart/,Java/1.6.0_04,86.123.243.223
2014-05-21 01:47:01.905817,http://www.seatti.org/index.php/news-and-events/117-welcome-to-opendata-500.html,/chart/,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),66.249.76.67
2014-05-21 03:45:02.353118,http://www.opendata500.com,/chart/,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),216.244.79.234
2014-05-21 04:05:22.129235,http://opendata500.herokuapp.com/,/chart/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",192.99.5.179
2014-05-21 08:40:36.178638,,/chart/,Mozilla/5.0 (compatible; Linux x86_64; Mail.RU_Bot/2.0; +http://go.mail.ru/help/robots),217.69.133.226
2014-05-21 12:06:24.776289,http://luisdaniel.com/Open-Data-Compass,/chart/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",216.165.95.69
