company_name_id,company_name,url,year_founded,city,state,country,zip_code,full_time_employees,company_type,company_category,revenue_source,business_model,social_impact,description,description_short,source_count,data_types,example_uses,data_impacts,financial_info,last_updated
construction-skills-queensland,Construction Skills Queensland,http://www.csq.org.au/,1998,West End,QLD,au,4101,11-50,Nonprofit,Construction,Statutory Training Levy,"Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Educational opportunity","Construction Skills Queensland’s core programs focus on attracting, developing and retaining new entrants and existing workers to underpin the future prosperity of building and construction in Queensland. The core programs in the ATP are developed based on evidence-based information derived from a combination of emerging market conditions, industry consultation and learnings from program implementation.  CSQ also supports strategic and innovative skilling solutions to respond to emerging issues in the Queensland building and construction industry.","Construction Skills Queensland (CSQ) is an independent industry-funded body supporting employers, workers, apprentices and career seekers in the building and construction industry.",11-50,"Demographics & Social, Economics, Geospatial/Mapping, Construction","CSQ uses a number of datasets from the ABS including industry information, building activity, engineering construction activity and demographics.  NCVER is used for apprentice and trainee data as well as VET in School data.  The LMIP is used for Internet Vacant Index data as well as Small Area Labour Market Data.  The Queensland Government: Queensland Government Statistician’s Office is access for population projects.  CSQ also accesses QLD Globe, particularly the boundaries, location, planning cadastre and society category globes.  When they are made available it is likely we will also utilise the economy, structure and potentially utilities communication category globes.","[u'New/improved research', u'Helping to inform a time poor industry']","Building and Construction Industry Training Fund (Qld) (the Fund) is an income tax exempt charitable trust.  BCITF (Qld) Ltd (the Company), an unlisted limited liability public company, is the corporate trustee.  The Minister of the Queensland Department of Education, Training and Employment is the sole member of the Company and appoints the directors who are all industry representatives.  Construction Skills Queensland (CSQ) is a trading name of the Company.

In 2013, the annual revenue was $56 million. With a recent reduction in industry activity and a reduction in the levy this is anticipated to fall in 2014 and 2015.",2015-07-15 19:14:02.959308
cook-medical,Cook Medical,www.cookmedical.com,1963,Brisbane,QLD,au,4113,201-500,Private,Healthcare,"Manufacturing, sales and distribution of medical devices","Business to Business, Business to Government","Good governance, Healthcare access","Cook Medical is dedicated to bold leadership in pioneering innovative medical solutions to enhance patient care worldwide. That means we’re always trying to find a better, simpler, more efficient way to treat patients.

In APAC we support the one Cook vision of delivering premium healthcare options to benefit people in APAC countries, by building sustainable, ethical businesses in the APAC Region through partnerships/alliances, a strong sense of urgency, and an unwavering focus on the customer. Also through building IT solutions that benefit, create efficiencies and bring down the cost of supplying and distributing medical devices. WE achieve this by partnering with hospitals in Australia and distributor / dealers in APAC.",Cook Medical is a medical device manufacturer of non-invasive technology and we pride in getting the device to the patient/hospital on time&to the right patient/place.,11-50,"Health/Healthcare, Manufacturing, Science and Research","Cook Medical publishes its product catalogue on GS1's NPC (National Product Catalogue)in the NEHTA defined GS1 XML standard. 

Cook Medical publishes 6000 line items of medical devices which is accessible to hospitals through out Australia, thereby, enabling us to trade via EDI to more than 40% of Australian hospitals (B2B end to end trading including Purchase Orders, shipment advice, invoices, credit notes).","[u'Cost efficiency', u'New or improved product/service', u'Revenue growth', u'efficiencies internally and also at hospitals']",Cook Medical's annual revenues in Australia is approximately ,2015-07-15 19:13:29.231665
cribbing-and-matting-co-pty-ltd,Cribbing and Matting Co. Pty Ltd,http:/www.cribandmatco.com.au,2013,Sydney,NSW,au,2154,1-10,Private,Mining/Manufacturing,B2B Sales,Business to Business,Environment and climate change,"Cribbing and Matting Co mission is to create value for our customers by delivering innovative safe cribbing, bloking, shoring, stabilisation systems and modular matting products manufactured from recycled plastic materials that would otherwise end up in landfill",Start up with a very niche product portfolio sourced from the USA operating in a very competitive environment competing against multinationals.   ,1-10,Business,Demographic information is used to help forecast sales. ,"[u'Cost efficiency', u'Revenue growth']",We are a small family run business importing niche market industrial safety products. We are self funded and bank loans as capital. We have sales revenues of <$500k in the first full year of operation. We have a forecast for 2015-16 that projects a 20% growth on the previous year. Our growth focus is to become a manufacturer of our products and technologies within the next 3 years. ,2015-07-15 19:17:50.378131
data-analysis-australia,Data Analysis Australia,www.daa.com.au,1988,Perth,WA,au,6009,11-50,Private,Research & Consulting,"Consulting, Data analysis for clients","Business to Business, Business to Government",Good governance,"Data Analysis Australia is the leading strategic information consultancy in Australia. Our exceptional skills in mathematics, statistics and data management provide a strong background for work that is often used for strategic decision making purposes. Our reputation has been built on our ability to provide workable solutions to difficult problems across all industries.",Data Analysis Australia - a Strategic Information Consultancy  making statistics and mathematics relevant to decision makers.,11-50,"Demographics & Social, Energy, Geospatial/Mapping, Legal, Positioning/GPS, Tourism, Transportation, Weather",We complete over 100 data oriented projects a year.  If you want examples see our website since 200 words cannot do it justice.,"[u'Cost efficiency', u'New or improved product/service']","Data Analysis Australia is a consultancy specialising in statistics (80%) and mathematics (20%), with about 17 qualified statistical staff.  Our clients come from all levels of government, industry and commerce.  We are frequent users of government data (most obviously the Census but also other ABS collections as well) where we often carry out more sophisticated analyses and presentations than our clients are able to to.  To do this, we use the most modern statistical, data analysis and knowledge discovery tools.  Our strong statistical background makes us different from many other players in this field.",2015-07-15 19:23:27.005046
deloitte,Deloitte,http://www2.deloitte.com/au/en.html,1900,Sydney,NSW,au,2000,"5,001-10,000",Private,Consulting,"Consulting, Data analysis for clients, Government contract","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Financial access, Good governance, Healthcare access, Public safety","Deloitte is the brand under which thousands of professionals across a network of member firms collaborate to provide audit, economics, financial advisory, human capital, tax and technology services.",Not just an accounting firm,51-100,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Positioning/GPS, Science and Research, Public Safety, Tourism, Transportation, Weather","We widely use many open data sources; geospatial, a-spatial and non-spatial. These are used for many purposes but all used to help people and organisations perform in an improved more efficient manner.","[u'Cost efficiency', u'Revenue growth', u'Identify new opportunities', u'New/improved research', u'helps other organistions grow']",Deloitte Australia's revenue is around  $1 billion aud,2015-07-15 19:33:36.327573
elafent,Elafent,elafent.com,1998,Sydney,NSW,au,2027,11-50,Private,Data/Technology,"Government contract, Software licensing, Subscriptions, User fees for web or mobile access, Cloud and SaaS","Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Financial access, Food access and supply, Good governance, Healthcare access, Housing access, Public safety","Elafent's three pillars of capability are Government Transparency, Asset Management & Information Access.

A great example of a product Elafent has taken to market is Crimtelligence - built for government to deliver crime statistics to the world easily and cost effectively. Users can access and share crime statistics through insightful maps, tables and charts via a scalable, cost effective, secure cloud platform. See our demo at app.crimtelligence.com/demo/. There is also an insightful blog available on Public Crime Reporting - The benefits and challenges of delivering crime statistics, on the Crimtelligence site.

Further in the Government Transparency space this technology translates directly to health, emergency services, agriculture, tourism, finance, census, population, employment, building & infrastructure, education, people & communities, transport and the environment.

In addition, Elafent also delivers products in the areas of Asset Mapping and Information Access which apply directly to Government and Open Data initiatives.","Elafent is an Australian technology business that develops and markets solutions in the areas of Government Transparency, Asset Management & Information Access.",101+,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Positioning/GPS, Science and Research, Public Safety, Tourism, Transportation, Weather","Data is made readily available by government and organisations, but it's typically cumbersome and unintuitive to comprehend. Most consumers lack the knowledge, time or cost effective means to make the information tractable. Data sets and statistics are widely available for download, typically in CSV or other similar format, which is simple but not effective.

We believe open data is the lifeblood of government transparency and the demand for improved transparency is increasing along with the volume and complexity of data.

By using open data, Elafent's products -

* Promote awareness. Enabling the public to search and compare statistics of interest for a variety of reasons across many geographical locations.
* Improve community engagement. Building trust with the community by being transparent and providing an effective channel for clearly communicating this information.
* Improve decision making. Empowering people to make more informed decisions by providing access to complex information through easy to understand interfaces.
* Reduce FOI requests. Enabling people to self serve and find information they need so they don't need to raise formal information requests.
* Lower costs to transparency. By simply loading data into the platform and the rest is done through the system.","[u'Cost efficiency', u'New or improved product/service', u'Job growth', u'Revenue growth', u'Identify new opportunities', u'New/improved research']","There is currently no outside investment. Investment is made back into the company through sales and growth initiatives, new product innovations are seeded internally are privately funded.",2015-07-15 19:16:05.958531
enviro-first-solutions-,Enviro First Solutions ,www.envirofirstsolutions.com.au ,2013,Brisbane ,QLD,au,4170,1-10,Private,,Lead generation to other businesses,"Business to Business, Business to Consumer, Business to Government",Environment and climate change,"Enviro-First Solutions is committed to providing our customers with an outstanding range of quality spill control products and services to meet their needs. We have the most comprehensive range of quality absorbent and spill kits available. From Easy Bags, to land and marine containment products, we have what you need.

Whatever the spill control requirement, Enviro-First has the solutions and capabilities to operate on a nationwide scale.",product and service provider ,,,,[],"The company was founded in 2013 there has been $ 110,000.00 invested into the company by directors, this includes company set up,facility set up , website and post importantly product, I've got $40,000 dollars of stock at the moment and another $10,000.00 invested in a container of coir logs with room for 200 % profit margins,shipment due June 30.
Ive currently got machines working with landscapers with projection of $30,000.00 a month for the next six months with a 33% profit margin.",2015-07-15 19:13:14.030091
envirodynamics-pty-ltd,Enviro-dynamics Pty Ltd,www.enviro-dynamics.com.au,2009,Hobart,TAS,au,7001,1-10,Private,Environment & Weather,Consulting,"Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Educational opportunity, Environment and climate change","To provide environmental solutions in a changing environment. To help business steer through the green tape. To support government to deliver timely and sustainable environmental policy and practice outcomes. Providing services in flora and fauna survey, natural resource management, community facilitation and extension services (both Agricultural and environmental), data analysis and protected area management.  ",Providing environmental solutions for a changing world.,1-10,"Agriculture & Food, Demographics & Social, Environment, Geospatial/Mapping, Positioning/GPS, Science and Research",We regularly use environmental datasets to support environmental survey work and planning.,"[u'Cost efficiency', u'New or improved product/service', u'New/improved research']","We are a small company and work on a range of contracts from individual property owners through to larger program evaluations and environmental impact assessments for engineering and mining firms. We also provide service to government and quasi government organisations, particularly in the NRM and Protected area management fields. ",2015-07-15 19:16:19.972540
envorinex,ENVORINEX™,envorinex.com,2008,George Town,TAS,au,7253,1-10,Private,Mining/Manufacturing,,"Business to Business, Business to Consumer, Business to Government",Environment and climate change,"Envorinex™ is a plastics extrusion and injection moulding company using virgin and recycled materials for the production of innovative components and products 95% of which leave Tasmania with 40% exported.
Envorinex™ was the first Australian manufacturer to initiate an end of product life take-back program and is a leader in collecting and converting intra and interstate recyclate into new life problem solving products.
Envorinex™ uses open data resources as a basis for new product R&D coupled with potential sales generation avenues.   ","A plastics extrusion and injection moulding company providing an end of use product take back loop,converting virgin and recycled materials into innovative products.",,,,[],"Our income revenue was markedly demised by the GFC, escalated AUD and Australian economy downturn. Consequently being an SME we were able to expeditiously alter our operations and focus on the development and marketing of new products which enabled us to maintain around 44% production capacity.
We have no outside investment or partners in our company. ",2015-07-15 19:22:48.377443
gas-generators-australia-,Gas Generators Australia ,www.gasgen.com.au,2008,Perth,WA,au,6090,11-50,Private,Healthcare,"Consulting, Sales of Products to industry","Business to Business, Business to Consumer, Business to Government","Environment and climate change, Healthcare access","We are proud to be Australia’s fastest growing Gas Generation company offering the world’s leading Nitrogen, Oxygen and Hydrogen generation solutions. We work with the likes of Shell, Petronas and BHP.  We also work with hospitals, power stations, tyre servicing companies and virtually any company or industry that has a constant requirement for cost effective onsite gas supply. ","We supply Nitrogen Oxygen and Hydrogen Gas Generating systems to the healthcare, defence, oil and gas and marine industries.  Saving our clients money",11-50,"Energy, Environment, Health/Healthcare, International/Global Development, Manufacturing, Transportation",We provide open data for projects on an ongoing basis - we also have a Facebook page and email updates that educate the market about better ways they can benefit projects and industrial processes,"[u'Cost efficiency', u'New or improved product/service', u'Identify new opportunities', u'New/improved research']","We work with the likes of Shell, Petronas and BHP.  We also work with hospitals, power stations, tyre servicing companies and virtually any company or industry that has a constant requirement for cost effective onsite gas supply. We have had consistent growth since our inception and continue to make strides forward even in constricted markets.",2015-07-15 19:20:10.318906
geospatial-information--technology-association,Geospatial Information & Technology Association,aecom.com,1966,Sydney,NSW,au,2015,1-10,Nonprofit,Data/Technology,Membership fees,"Business to Government, Industry Association",Educational opportunity,"The Geospatial Information & Technology Association (GITA) is a worldwide not-for-profit organisation that provides excellence in education and information exchange on the use and benefits of geospatial information and location-aware technologies for asset and infrastructure management. We hold regional seminars and workshops throughout Australia and New Zealand.

GITA Purpose

GITA was established in 1996 to:

(i) foster and promote the benefits of geospatial technologies for the management of infrastructure assets; and

(ii) disseminate information and provide a learning forum focused on the optimal use and benefits of using geospatial technologies in the management of infrastructure assets.

",GITA ANZ provides excellence in education and information exchange on the use of geospatial information and technologies for infrastructure management in the ANZ region,101+,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Positioning/GPS, Science and Research, Public Safety, Transportation, Weather, Imagery, Geology, Cultural Heritage, Topographic","We do not use data as an association, however our member organisations do, and these are typically Utilities, Local and State government, software vendors and engineering consultancies such as AECOM who I am employed by.

Data is used for many purposes to contribute to all stages of the asset lifecycle - plan, build, maintain, operate, refurbish, replace, dispose. 

3rd party data to support planning such as soils, human infrastructure (e.g. roads, rail, geology, BOM/climate, environmental etc.)typically comes from government organisations.

Answers below are based on the type of data that our member organisations use.","[u'Cost efficiency', u'New or improved product/service', u'Revenue growth', u'Identify new opportunities', u'New/improved research', u'Inform and enable effective business decisions']",GITA ANZ is a not-for-profit,2015-07-15 19:10:17.335384
google-australia-new-zealand,Google Australia New Zealand,https://www.google.com.au/intl/en/about/,2002,Pyrmont,NSW,au,2009,"1,001-5,000",Public,Data/Technology,Advertising,"Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Educational opportunity","Google’s a global technology company that provides a variety of services for people and business.  With all our technologies our goal is to make it as easy as possible for you to find the information you need and get the things you need to do done. Google’s business is focused on areas such as search and display advertising, the Android operating system platform, consumer content through Google Play, enterprise, commerce and hardware products. Google provides a variety of tools to help businesses of all kinds succeed on and off the web and these programs form the backbone of our own business. Google’s advertising programs help businesses find customers, and help publishers make money off their content. Google also provides cloud computing tools for businesses that save money and help organisations be more productive. Google builds products that we hope will make the web better - and therefore your experience on the web better. Google wants to make it simpler and faster for people to do what they want online. Google is committed to an open Internet and we are involved in various projects to make it easier for developers to contribute to the online ecosystem and move the web forward.",Google’s mission is to organize the world’s information and make it universally accessible and useful.,NA,"Geospatial/Mapping, Public Safety, Transportation","Google Maps has partnered with governments in every Australian State and Territory (as well as many private transport providers) to use public transport data to give consumers the information they need in the format they want it to plan their most efficient route. Providing open access to public transport data has allowed developers to create useful applications for riders that make using public transport more appealing.
Google Public Alerts is Google's platform for disseminating emergency messages such as evacuation notices for everyday alerts such as bush fire warnings. Google aims to show relevant official weather, public safety and earthquake alerts around the world when you search on Google Search, Google Maps, and when you activate Google Now on your Android device.
However the Creative Commons licensing arrangements for Australian Government data are not fit for purpose and prevent Google from efficiently using the data. With the exception of crisis response data, Google has had to enter into separate, less restrictive content license arrangements with various agencies to use transit, map and other data provided by governments. This requires considerable time and effort to negotiate separate deals and considerably slows down Google's ability to access and use the data sets.","[u'Cost efficiency', u'New or improved product/service', u'Identify new opportunities']",,2015-07-15 19:06:56.556151
govhack,GovHack,http://govhack.org,2012,Virtual,ACT,au,2600,1-10,Nonprofit,Data/Technology,"Government contract, No revenue, just competition and prototyping",Community events,"Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Financial access, Food access and supply, Good governance, Healthcare access, Housing access, Public safety, Startup development, community development, skills development, gov to community engagement",GovHack is Australia's largest hackfest. It runs annually and includes thousands of developers working with Government data.,http://govhack.org,101+,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Positioning/GPS, Science and Research, Public Safety, Tourism, Transportation, Weather, All government data we can find","We use open data to build hundreds of prototypes each year to solve real world problems in Australia. Some of these go on to be commercialised, turned into community projects, or just to create innovative solutions to agency issues.","[u'New or improved product/service', u'Job growth', u'Revenue growth', u'Identify new opportunities', u'New/improved research']",,2015-07-15 19:23:44.195078
greenbizcheck,GreenBizCheck,http://www.greenbizcheck.com,2007,Currumbin Valley,QLD,au,4223,1-10,Private,Data/Technology,"Consulting, Software licensing","Business to Business, Business to Government","Educational opportunity, Environment and climate change, Good governance","GreenBizCheck provides cloud-based Supply Chain Management / Procurement, CSR Certification and Data Management solutions to help businesses reduce risk and cost. Our programs are designed to make an organisation more efficient and free up resources. ","GreenBizCheck provides cloud-based Supply Chain Management / Procurement, CSR Certification and Data Management solutions to help businesses reduce risk and cost. ",1-10,"Business, Energy, Environment, Health/Healthcare","State and Federal tenders, RFPs and RFQs","[u'Job growth', u'Revenue growth', u'Identify new opportunities']",GreenBizCheck was funded by a combination of self-funding plus seed investors. Our Supply Chain / Procurement platform is rapidly becoming our main source of income as it provides organisations with an effective tool to manage risk and cost in their supply chain. ,2015-07-15 19:22:20.072772
herron-todd-white,Herron Todd White,http://htw.com.au/,1974,Chermside,QLD,au,4032,"501-1,000",Private,Housing/Real Estate,Data analysis for clients,"Business to Business, Business to Consumer, Business to Government","Financial access, Housing access","Herron Todd White is the largest independent property valuation and advisory group in Australia. Our objective is to provide the highest level of client service with integrity, professionalism and independence.

We provide a comprehensive range of valuation, research and advisory services which are used by financial institutions, solicitors, accountants, property developers and corporations. We cater for all property valuation and consulting requirements, from individual residential properties to major development projects and corporate and government portfolios.",Herron Todd White is the largest independent property valuation and advisory group in Australia.,11-50,"Geospatial/Mapping, Housing, Positioning/GPS","Spatial data from ABS and other sources tends to be used most heavily, to plan where our staff will work and underpinning broader analysis.","[u'Cost efficiency', u'New or improved product/service']",.,2015-07-15 19:27:22.310127
iag-ltd,IAG Ltd,http://www.iag.com.au/,2000,Sydney,NSW,au,2000,"5,001-10,000",Public,Insurance,General insurance premiums,"Business to Business, Business to Consumer, Business to Government","Citizen engagement and participation, Consumer empowerment, Educational opportunity, Environment and climate change, Financial access, Good governance, Public safety","IAG is a general insurance company whose purpose is to help make your world a safer place, whether you are a customer, partner, employee, shareholder or part of the communities IAG serves across Australia, New Zealand and Asia.

Our businesses have helped people recover from natural disasters, accidents and loss since 1851. We employ more than 15,000 people in our operations in Australia, New Zealand, Thailand and Vietnam, providing insurance under many leading brands, including NRMA Insurance, CGU, SGIO, SGIC, Swann, WFI and Lumley Insurance (Australia); NZI, State, AMI and Lumley Insurance (New Zealand); Safety and NZI (Thailand); and AAA Assurance (Vietnam).  We also have interests in general insurance joint ventures in Malaysia, India and China.

Last year, we insured $1,420 billion worth of assets on behalf of millions of customers, and we paid $6,898 million in claims.

Increasingly, we see our role extending beyond paying claims to increasing awareness of risk, and helping communities reduce and prevent risk. We believe it is our responsibility as an industry leader to use our influence and role as a major investor, purchaser and employer for the good of everyone.

For further information please visit www.iag.com.au
","IAG is the parent company of a general insurance group with controlled operations in Australia, New Zealand, Thailand and Vietnam, employing more than 15,000 people.",101+,"Demographics & Social, Environment, Geospatial/Mapping, Science and Research, Public Safety, Weather","IAG uses natural hazard and census demographic information to improve their understanding of risk.  This, in turn, allows IAG to provide premiums that accurately and fairly represent a customer’s risk.  As part of this – IAG uses a significant amount of natural hazard flood data from many sources at the local and state government levels.

IAG uses natural hazard and weather information to get a clearer understanding of the impact of a major event, such as a cyclone, bushfire or flood, before, during and after they strike.  This allows IAG to scale their major event response rapidly to help affected customers recover from the event quickly, as well as notify our business partners, such as reinsurers, and the share market of the impact.

IAG also has specialised teams with advanced analytics capabilities who use census demographics to deliver market leading insights to enhance and constantly improve the customer experience.
","[u'Cost efficiency', u'New or improved product/service', u'Revenue growth']","IAG’s most recent results announcement was made on 18 February 2015. On this date, IAG reported a sound operating performance in an increasingly competitive environment, posting an insurance profit of $693 million for the half year ended 31 December 2014, down from $758 million in the first half of the 2014 financial year.  This equates to a reported insurance margin of 13.4% compared to 17.5% for the first half of the 2014 financial year. ",2015-07-15 19:10:38.155967
ibm,IBM,www.ibm.com.au,1932,Sydney,NSW,au,2065,"10,001+",Private,Data/Technology,"Consulting, Data analysis for clients, Government contract, Software licensing, IT company","Business to Business, Business to Government",Citizen engagement and participation,"For more than a century, IBM has focused on helping build a smarter planet. With operations in over 170 countries, IBMers around the world invent and apply software, hardware, business consulting, and technology services to help forward-thinking enterprises, institutions and people solve their most complex problems.

In Australia, IBM has been operating for over eighty years and has significantly invested in the local economy. With natural resources, digital transformation, and sustainable cities at the forefront of the national agenda, IBM's global expertise and innovation is helping Australia compete in the world economy.",IBM is a global technology and innovation company that stands for progress. ,101+,"Agriculture & Food, Business, Consumer, Demographics & Social, Economics, Education, Energy, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, International/Global Development, Legal, Manufacturing, Positioning/GPS, Science and Research, Public Safety, Tourism, Transportation, Weather, IBM is very data hungry, rely on both structured and unstructured data","Data is fundamental to IBM's growth and investment strategy.  The following link provides really useful information about the need for data and how it can drive growth and transformation for IBM its clients:

http://www.ibm.com/annualreport/2013/strategy-data.html","[u'Cost efficiency', u'New or improved product/service', u'Job growth', u'Revenue growth', u'Identify new opportunities', u'New/improved research', u'Cognative computing through Watson']","Globally:
2013 year-end from continuing worldwide operations

Revenue: $99.8 billion
Net income: $16.5 billion
Total assets: $126.2 billion
Number of employees (worldwide): 431,212 

In 2013, IBM Australia Limited generated revenues of $A4.123 billion.

($ in millions except per share amounts)
For the year ended December 31: 	
                   2012 	2011
Revenue 	$104,507 	$106,916
Net income 	$16,604 	$15,855

ore information can be found at:

http://www.ibm.com/ibm/au/en/",2015-07-15 19:17:26.526518
intermedium,Intermedium,www.intermedium.com.au,2004,Sydney,NSW,au,2060,1-10,Private,Research & Consulting,"Consulting, Data analysis for clients, Government contract, Lead generation to other businesses, Subscriptions","Business to Business, Business to Government","Good governance, equity in procurement ","Intermedium is an independent research and advisory firm which specialises in Australian government ICT markets at state and federal level. It provides high quality market data and expert consultation to its clients in both the ICT industry and the public sector.
In excess of 150 hours per week is allocated to collating, updating and analysing relevant data; the combined depth, accuracy and accessibility of our market data is not available anywhere else.
Intermedium provides self-service access to this data through its online subscription products, in the form of searchable databases, tailored email alerts and its Knowledge Base of research articles.
Intermedium's analysts provide bespoke research, consultation and advisory services, public briefings and periodic downloadable reports.
Understanding can be gained about jurisdiction, sector, portfolio, cluster, agency, ICT category and supplier standing within a nominated government ICT market.
Intermedium's clients are able to have more informed dialogue and make more informed decisions when participating in government ICT markets in Australia than without its service",Intermedium is an independent research and advisory firm which specialises in Australian government ICT markets at state and federal level.,101+,"Government Operations, Information Technology procurement data","Data is sourced from AusTender published contracts, procurement notices and published approaches to market.  Also harvest data from budget papers, annual reports, and any other source found in the public domain","[u'New or improved product/service', u'Job growth', u'Revenue growth']","6 full time staff, 12 part time and casual staff. 
11 years in operation, founder fully self funded.",2015-07-15 19:29:46.039828
kinship-digital,KINSHIP digital,www.kinshipdigital.com,2009,North Sydney,NSW,au,2065,11-50,Private,Research & Consulting,"Consulting, Data analysis for clients","Business to Business, Business to Government",Consumer empowerment,"KINSHIP digital integrates social media with the enterprise, focused on business strategy and leveraging strengths and cultures of specific social platforms to enhance brand engagement and value, and to improve the value exchange.
 
Our vision is that our clients should have the optimum social architecture to support their business objectives:
1. Flowing awareness, information & engagement bi-directionally;
2. Facilitating the most effective social footprint of their people;
3. Fully enabling social selling;
4. Optimally using the full value of social business intelligence and social data analytics;
5. Building brand value, brand resilience and brand equity.
",KINSHIP digital empowers organisations to leverage social networks and technologies with their staff and customers including sophisticated social data analysis for business benefits.,11-50,"Demographics & Social, Economics, Science and Research, Social Media","We use open data to form business insights particularly in connecting open data with social media data. The linkage between social data and social network analysis and relevant open data is a nascent field where KINSHIP has particular skills and expertise. For example how to relate social mentions about a topic to the ""factual"" open data about that topic. Another simpler example is how to use open data about the involvement of government in social to predict how this might be made more effective. Our keywords are: social network analysis, social data analysis, predictive analysis, cognitive analysis.","[u'Revenue growth', u'Identify new opportunities']","As a start-up revenues are growing and in the order of $3m p.a. with a staff of 25 including 15 full-time employees in the Philippines from where we service clients from across with globe with social media monitoring, engagement and social data insight services. Our significant partners are IBM where we a leading social and (IBM Watson) cognitive analytics partner, and MutualMind where we are their ANZ distributor of advanced social media monitoring services. We are also a partner of Hootsuite used for social media monitoring and engagement, and Sysomos for social data analytics and social business insights.",2015-07-15 19:28:08.857439
landfill-gas-industires,Landfill Gas Industires,http://landfillgasindustries.com.au/,2009,Willawong,QLD,au,4110,11-50,Private,Energy,"Consulting, Government contract, Construction","Business to Business, Business to Government","Environment and climate change, Good governance","We provide landfill gas extraction, flaring and monitoring, design, supply and installation of systems. We have a network of the best service providers and suppliers for all materials and equipment, and support local Australian businesses where possible.

LGI has a proven track record of providing flexible, economical solutions for landfill owners and operators. We also assist clients to manage the risk, and gain the potential benefits, of carbon associated with landfill gas.LGI delivers innovative power generation solutions for landfill owners and operators. ",LGI delivers innovative landfill gas management and power generation solutions for landfill owners and operators.,1-10,"Demographics & Social, Economics, Energy, Environment, Geospatial/Mapping, Positioning/GPS","The State Gov open data sets via Google Earth prove extremely helpful when planning and designing our site. 

While Geoscience Aus, and other departmental data sets add valuable information to site plans.","[u'Cost efficiency', u'New/improved research']","We operate across 20 sites around Australia, between QLD, NSW, VIC, and TAS. $20M in projected capital expenditure over the next 3 years will see us establish 6 new landfill gas to power station. ",2015-07-15 19:14:59.139805
