CompanyName,URL,city,STATE,abbrev,zipCode,ceoFirstName,ceoLastName,companyPreviousName,yearFounded,FTE,companyType,companyCategory,companyFunction,sectors,revenueSource,descriptionLong,descriptionShort,socialImpact,financialInfo,criticalDataTypes,datasetName,datasetURL,agencyOrDatasetSource,DATASETS
Energy Solutions Forum,energysolforum.com,New York,New York,NY,10013,Angelique,Mercurio,,2011,4,Private,Energy,Financial/investment services,"Energy, Environmental, Finance",Subscriptions,"Energy Solutions Forum (ESF) is an energy policy infotech company that will revolutionize the energy investment market. Our data product, EnerKnol, provides energy investors for the first time, access to real-time, comprehensive source of U.S. energy policy information from state, federal, and local regulators, thus driving investments forward by solving the problem of inaccessible fragmented data across 80,000+ government offices. ESF's flagship product, ESF Research, pioneers in macro- and industry-level analyses around the highly fragmented government regulations and policies that impact energy markets. ESF is also the founding sponsor of New York Energy Week, a series of ""for the industry, by the industry"" events, launched to foster collaboration and investment in New York's rapidly growing energy economy. ESF founded the initiative based on the company's broader vision to fuel industry investment through cross-sector data products and research designed for all sectors of the diverse, and often fragmented, energy industry.",Energy Solutions Forum provides the energy industry with U.S. energy and environmental policy information to support growth of domestic energy markets.,Not answered by company,Not answered by company,State Open Data,,www.federalregister.gov/learn/developers,Federal Register,1
Enigma.io,enigma.oi,New York,New York,NY,10012,Jeremy,Bronfman,,2010,14,Private,Data/Technology,Data management and analysis,"Agriculture, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Trade, Transportation, Telecom","Subscriptions, Lead generation to other businesses","Enigma.io is a platform that centralizes, mines and relates big public data about companies, people and locations. Offering one of the largest and broadest repositories of public data on the market, Enigma draws together sources as diverse as SEC filings, government spending contracts, liens, patents, asset ownership, bills of lading, and much more. Enigma's web-based application allows users to connect otherwise disparate and unorganized public data and its full-featured APIs empower developers extend their applications.","By harmonizing and indexing the world's public data, Engima empowers professionals to discover hidden facts and connections like never before.",Not answered by company,Not answered by company,City/Local Open Data,,,Several US Federal Agencies,1
Esri,esri.com,Redlands,California,CA,92373,Jack,Dangermond,,1969,3500,Private,Geospatial/Mapping,Software and Services,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Transportation, Telecom, Weather, Other","Subscriptions, Software licensing","Esri inspires and enables people to positively impact the future through a deeper, geographic understanding of the changing world around them. At Esri, we believe that geography is at the heart of a more resilient and sustainable future. Governments, industry leaders, academics, and nongovernmental organizations (NGOs) trust us to connect them with the analytic knowledge they need to make these critical decisions that shape the planet.",Esri is the world leader in geographic information systems and has a long history of using open data.,Esri's technology enables organizations to create responsible and sustainable solutions to problems at local and global scales.,Esri is a privately held company with over $1B US revenue annually. We have offices and distributors in over 80 countries worldwide. The Esri Partner Network has over 2000 members who develop applications for specific use cases. Esri has consistently maintained a financial posture of zero debt.,Federal Open Data,,,Federal GPS and Geographic Data,2
Esri,esri.com,Redlands,California,CA,92373,Jack,Dangermond,,1969,3500,Private,Geospatial/Mapping,Software and Services,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Transportation, Telecom, Weather, Other","Subscriptions, Software licensing","Esri inspires and enables people to positively impact the future through a deeper, geographic understanding of the changing world around them. At Esri, we believe that geography is at the heart of a more resilient and sustainable future. Governments, industry leaders, academics, and nongovernmental organizations (NGOs) trust us to connect them with the analytic knowledge they need to make these critical decisions that shape the planet.",Esri is the world leader in geographic information systems and has a long history of using open data.,Esri's technology enables organizations to create responsible and sustainable solutions to problems at local and global scales.,Esri is a privately held company with over $1B US revenue annually. We have offices and distributors in over 80 countries worldwide. The Esri Partner Network has over 2000 members who develop applications for specific use cases. Esri has consistently maintained a financial posture of zero debt.,Federal Open Data,,http://www.census.gov/,US Census Bureau,2
FarmLogs,farmlogs.com,Ann Arbor,Michigan,MI,48104,Jesse,Vollmar,,2011,7,Private,Food & Agriculture,Data management and analysis,Agriculture,"Subscriptions, User fees for web or mobile access","FarmLogs's mission is to invent the future of farming. Our technology makes farming more efficient and more profitable as demand for food production continues to grow. At FarmLogs we’ve seen how other businesses have leveraged web and mobile software to improve efficiency and increase profits, and we know that the same can be true for farming. We believe putting the grower first. The hard working people behind growing crops often get overlooked, but ultimately it is the farmer who is at the core of agriculture. By serving the farmer, we are serving the industry that we and our families come from and rely on.","FarmLogs is the best way for farmers to forecast and measure profits, track expenses, manage risk, and get informed all from one place.",FarmLogs measures more efficient food production and more sustainable farming.,FarmLogs was a part of Y Combinator and are a VC backed company.,Private/Proprietary Data Sources,Cropland Data Layer,http://www.nass.usda.gov/research/Cropland/SARS1a.htm,US Department of Agriculture - National Agricultural Statistics Services ,2
FarmLogs,farmlogs.com,Ann Arbor,Michigan,MI,48104,Jesse,Vollmar,,2011,7,Private,Food & Agriculture,Data management and analysis,Agriculture,"Subscriptions, User fees for web or mobile access","FarmLogs's mission is to invent the future of farming. Our technology makes farming more efficient and more profitable as demand for food production continues to grow. At FarmLogs we’ve seen how other businesses have leveraged web and mobile software to improve efficiency and increase profits, and we know that the same can be true for farming. We believe putting the grower first. The hard working people behind growing crops often get overlooked, but ultimately it is the farmer who is at the core of agriculture. By serving the farmer, we are serving the industry that we and our families come from and rely on.","FarmLogs is the best way for farmers to forecast and measure profits, track expenses, manage risk, and get informed all from one place.",FarmLogs measures more efficient food production and more sustainable farming.,FarmLogs was a part of Y Combinator and are a VC backed company.,Private/Proprietary Data Sources,Hourly Precipitation,http://www.srh.noaa.gov/ridge2/Precip/qpehourlyshape/latest,National Weather Service (NWS) ,2
Fastcase,fastcase.com,Washington,District of Columbia,DC,20004,Ed,Walters,,1999,90,Private,Business & Legal Services,Data management and analysis,"Other, Law and Government",Subscriptions,"Fastcase's mission is to democratize the law and to make legal research smarter.  America is a beacon to the world, a shining example of the rule of law -- yet access to our law is tightly controlled by a publishing duopoly.  Fastcase has created new ways to access the law, with smarter legal research tools and free apps for iOS and Android devices.  Fastcase also maintains the Public Library of Law, a free law library for nonlawyers.

Fastcase partners with 24 state bar associations to provide free legal research for their members, and today serve more than 600,000 subscribers.  According to the 2013 ABA Tech Survey, Fastcase is by far the most popular legal app in America.  Fastcase is based in Washington, D.C.","Fastcase puts the whole American law library on the desktop -- providing online access to millions of cases, statutes, and regulations, and at a fraction of the cost of existing alternatives.","We measure our impact by the number of people who are able to use our legal research tools to access the law, and with 600,000 subscribers and about 200,000 free mobile users, usage is very high.","Fastcase is a private company, so we don't publicly disclose our financials.  But the company has been growing and profitable since 2005.  We raised a modest round of outside financing in 2003, but have scaled the business based on revenues.

Operationally, we are harvesting public law from thousands of websites every day, and keying large volumes of books.  It would be nice if courts and legislatures released their work in structured or consistent data, but they don't, so a lot of our work is collecting and structuring public law in a consistent format.",State Open Data,2013 Term Opinions of the Court,http://www.supremecourt.gov/opinions/slipopinions.aspx,US Supreme Court ,2
Fastcase,fastcase.com,Washington,District of Columbia,DC,20004,Ed,Walters,,1999,90,Private,Business & Legal Services,Data management and analysis,"Other, Law and Government",Subscriptions,"Fastcase's mission is to democratize the law and to make legal research smarter.  America is a beacon to the world, a shining example of the rule of law -- yet access to our law is tightly controlled by a publishing duopoly.  Fastcase has created new ways to access the law, with smarter legal research tools and free apps for iOS and Android devices.  Fastcase also maintains the Public Library of Law, a free law library for nonlawyers.

Fastcase partners with 24 state bar associations to provide free legal research for their members, and today serve more than 600,000 subscribers.  According to the 2013 ABA Tech Survey, Fastcase is by far the most popular legal app in America.  Fastcase is based in Washington, D.C.","Fastcase puts the whole American law library on the desktop -- providing online access to millions of cases, statutes, and regulations, and at a fraction of the cost of existing alternatives.","We measure our impact by the number of people who are able to use our legal research tools to access the law, and with 600,000 subscribers and about 200,000 free mobile users, usage is very high.","Fastcase is a private company, so we don't publicly disclose our financials.  But the company has been growing and profitable since 2005.  We raised a modest round of outside financing in 2003, but have scaled the business based on revenues.

Operationally, we are harvesting public law from thousands of websites every day, and keying large volumes of books.  It would be nice if courts and legislatures released their work in structured or consistent data, but they don't, so a lot of our work is collecting and structuring public law in a consistent format.",State Open Data,,http://uscode.house.gov/download/download.shtml;jsessionid=1FA3E8C9BA28C9B85B4C2E813A18E7F2,US Code - Office of the Law Revision Council,2
GreatSchools,greatschools.org,San Francisco,California,CA,94105,Bill,Jackson,,1998,70,Nonprofit,Education,Information for consumers,"Education, Geospatial data/mapping","Advertising, Philanthropy (foundations","The mission of GreatSchools is to inform, inspire and support families, and help parents get a great education for their children.

We leverage the power of data and digital media to help parents find great schools, solve education-related problems, raise expectations for their children's learning, develop education-related parenting skills, and access helpful resources online and in their community.","GreatSchools is the leading independent source of preK-12 school performance information, with profiles of 200,000 public, public charter, and private schools.","We reached 44 million unique visitors last year, including half of all U.S. families with preK-12 children.  67% of users surveyed said GreatSchools influenced their school decision process.

To supplement our school data, we have crowd-sourced more than one million school reviews and ratings from parents, students and teachers.","From our audited financials for the year ended December 31, 2012:
Our total annual support and revenue was $9,623,000.
Earned income (including from advertising and licensing) totaled $2,835,000.
Contributions (including from foundations and individuals) totaled $6,670,000.
Our significant funders include the Laura and John Arnold Foundation, the William and Flora Hewlett Foundation, the David & Lucile Packard Foundation, the Robertson Foundation, and the Walton Family Foundation.",State Open Data,Common Core of Data (CCD),nces.ed.gov/ccd,National Center for Education Statistics (NCES) ,2
GreatSchools,greatschools.org,San Francisco,California,CA,94105,Bill,Jackson,,1998,70,Nonprofit,Education,Information for consumers,"Education, Geospatial data/mapping","Advertising, Philanthropy (foundations","The mission of GreatSchools is to inform, inspire and support families, and help parents get a great education for their children.

We leverage the power of data and digital media to help parents find great schools, solve education-related problems, raise expectations for their children's learning, develop education-related parenting skills, and access helpful resources online and in their community.","GreatSchools is the leading independent source of preK-12 school performance information, with profiles of 200,000 public, public charter, and private schools.","We reached 44 million unique visitors last year, including half of all U.S. families with preK-12 children.  67% of users surveyed said GreatSchools influenced their school decision process.

To supplement our school data, we have crowd-sourced more than one million school reviews and ratings from parents, students and teachers.","From our audited financials for the year ended December 31, 2012:
Our total annual support and revenue was $9,623,000.
Earned income (including from advertising and licensing) totaled $2,835,000.
Contributions (including from foundations and individuals) totaled $6,670,000.
Our significant funders include the Laura and John Arnold Foundation, the William and Flora Hewlett Foundation, the David & Lucile Packard Foundation, the Robertson Foundation, and the Walton Family Foundation.",State Open Data,2013 STAR Test Results,http://star.cde.ca.gov/star2013/ResearchFileList.aspx,California Department of Education ,2
"HDScores, Inc",http://hdscores.com,Baltimore,Maryland,MD,21224,Matthew,Eierman,,2012,4,Private,Data/Technology,Data management and analysis,"Agriculture, Environmental , Health and Health Care, Other",,"HDScores is a team of serial entrepreneurs with various backgrounds and the vision to change the way we work with data, effect public health and food safety.","HDScores makes restaurant inspection data consumable for our clients in an easy to read, search and understand format.","HDScores wants to reduce the effects of food borne illness on the economy, our research proves as inspection data becomes more available and consumable on scale. We have found that as food borne illness, medical expenses, and productivity losses from food borne illness drops, establishments get cleaner and economic development increases.","We are a bootstrapped startup since January of 2012, pre-funding, very early in revenue cycle, with a dedicated core team, advisory and board of directors. Now that we have solved a few large data problems, we are progressing in our monetization strategy.",City/Local Open Data,Washington DC Health Department,http://washington.dc.gegov.com/webadmin/dhd_431/web/?a=Inspections,,3
"HDScores, Inc",http://hdscores.com,Baltimore,Maryland,MD,21224,Matthew,Eierman,,2012,4,Private,Data/Technology,Data management and analysis,"Agriculture, Environmental , Health and Health Care, Other",,"HDScores is a team of serial entrepreneurs with various backgrounds and the vision to change the way we work with data, effect public health and food safety.","HDScores makes restaurant inspection data consumable for our clients in an easy to read, search and understand format.","HDScores wants to reduce the effects of food borne illness on the economy, our research proves as inspection data becomes more available and consumable on scale. We have found that as food borne illness, medical expenses, and productivity losses from food borne illness drops, establishments get cleaner and economic development increases.","We are a bootstrapped startup since January of 2012, pre-funding, very early in revenue cycle, with a dedicated core team, advisory and board of directors. Now that we have solved a few large data problems, we are progressing in our monetization strategy.",City/Local Open Data,Montgomery County Health Department,https://data.montgomerycountymd.gov/Community/Food-Inspection/5pue-gfbe,,3
"HDScores, Inc",http://hdscores.com,Baltimore,Maryland,MD,21224,Matthew,Eierman,,2012,4,Private,Data/Technology,Data management and analysis,"Agriculture, Environmental , Health and Health Care, Other",,"HDScores is a team of serial entrepreneurs with various backgrounds and the vision to change the way we work with data, effect public health and food safety.","HDScores makes restaurant inspection data consumable for our clients in an easy to read, search and understand format.","HDScores wants to reduce the effects of food borne illness on the economy, our research proves as inspection data becomes more available and consumable on scale. We have found that as food borne illness, medical expenses, and productivity losses from food borne illness drops, establishments get cleaner and economic development increases.","We are a bootstrapped startup since January of 2012, pre-funding, very early in revenue cycle, with a dedicated core team, advisory and board of directors. Now that we have solved a few large data problems, we are progressing in our monetization strategy.",City/Local Open Data,Virginia Health Department,http://www.healthspace.com/Clients/VDH/vdh_website.nsf,,3
Healthgrades,http://www.healthgrades.com/,"Denver, CO",Colorado,CO,80202,Evan,Marks,,1998,650,Private,Healthcare,"Advertising,Data management and analytic services,Lead generation to other businesses",Health and Health Care,,"More consumers can access review and interpret information about  comparative hospital quality, safety and patient experience on Healthgrades.com than any other resource anywhere.. We provide risk adjusted ratings of mortality and complications in 37 major disease condition or procedure cohorts in addition to risk adjusted patient safety ratings in 13 major AHRQ PSI categories. Helping to inform patients about where they are more likely to survive their hospitalization or leave without risk of major complications.","Founded in 1998 and headquartered in Denver, Healthgrades is the leading online resource for comprehensive information about physicians and hospitals.",Not answered by company,Not answered by company,State Open Data,CMS MEDPAR,Not Publicly Available,,2
Healthgrades,http://www.healthgrades.com/,"Denver, CO",Colorado,CO,80202,Evan,Marks,,1998,650,Private,Healthcare,"Advertising,Data management and analytic services,Lead generation to other businesses",Health and Health Care,,"More consumers can access review and interpret information about  comparative hospital quality, safety and patient experience on Healthgrades.com than any other resource anywhere.. We provide risk adjusted ratings of mortality and complications in 37 major disease condition or procedure cohorts in addition to risk adjusted patient safety ratings in 13 major AHRQ PSI categories. Helping to inform patients about where they are more likely to survive their hospitalization or leave without risk of major complications.","Founded in 1998 and headquartered in Denver, Healthgrades is the leading online resource for comprehensive information about physicians and hospitals.",Not answered by company,Not answered by company,State Open Data,18 State ALL Payer Hospital Dataset,Not Publicly Available ,,2
"HealthPocket, Inc.",http://www.healthpocket.com,Sunnyvale,California,CA,94085,Bruce,Telkamp,,2012,10,Private,Healthcare,Consumer research and/or marketing,Health and Health Care,Advertising,"HealthPocket is a start-up firm providing a free website to help consumers make informed health plan decisions in the era of healthcare reform. Using government data and nonprofit-sourced data, HealthPocket.com enables consumers to compare the cost and quality of all health plans available in a given zip code and also allows consumers to shop health plans by health plan acceptance by a doctor. All health plan data on the website is unbiased and does not get weighted by advertising concerns. Additionally, consumers can use the web site anonymously with no personally-identifiable information captured by HealthPocket.com. 

HealthPocket also leverages the government Open Data Initiative to produce nonpartisan research reports on the American health insurance market. HealthPocket research has been cited in top-tier news outlets such as the Wall Street Journal, CNN, Bloomberg, and U.S. News & World Report.",A free customer advocacy website that allows consumers to compare and rank health plans in their area.,We have a dedicated research division that produces nonpartisan research that has been used by the top newspapers in the U.S. as well as by politicians on both ends of the political spectrum.,HealthPocket is a venture-funded start-up in the Silicon Valley. HealthPocket received $2 million in Series A funding by Lightspeed Venture Partners in 2012.,City/Local Open Data,HealthCare Finder API,http://www.healthdata.gov/dataset/search/HealthCare%20Finder%20API,,2
"HealthPocket, Inc.",http://www.healthpocket.com,Sunnyvale,California,CA,94085,Bruce,Telkamp,,2012,10,Private,Healthcare,Consumer research and/or marketing,Health and Health Care,Advertising,"HealthPocket is a start-up firm providing a free website to help consumers make informed health plan decisions in the era of healthcare reform. Using government data and nonprofit-sourced data, HealthPocket.com enables consumers to compare the cost and quality of all health plans available in a given zip code and also allows consumers to shop health plans by health plan acceptance by a doctor. All health plan data on the website is unbiased and does not get weighted by advertising concerns. Additionally, consumers can use the web site anonymously with no personally-identifiable information captured by HealthPocket.com. 

HealthPocket also leverages the government Open Data Initiative to produce nonpartisan research reports on the American health insurance market. HealthPocket research has been cited in top-tier news outlets such as the Wall Street Journal, CNN, Bloomberg, and U.S. News & World Report.",A free customer advocacy website that allows consumers to compare and rank health plans in their area.,We have a dedicated research division that produces nonpartisan research that has been used by the top newspapers in the U.S. as well as by politicians on both ends of the political spectrum.,HealthPocket is a venture-funded start-up in the Silicon Valley. HealthPocket received $2 million in Series A funding by Lightspeed Venture Partners in 2012.,City/Local Open Data,"Prescription Drug Plan Formulary, Pharmacy Network, and Pricing Information Files ",http://www.cms.gov/Research-Statistics-Data-and-Systems/Files-for-Order/NonIdentifiableDataFiles/PrescriptionDrugPlanFormularyPharmacyNetworkandPricingInformationFiles.html,,2
HelloWallet,http://www.hellowallet.com/,Washington,District of Columbia,DC,20037,Elisabeth,Lesser,,2009,44,Private,Finance & Investment,Software licensing,"Finance, Health and Health Care",,"HelloWallet measures impact via a number of verticals. On the member side, these include retirement readiness, debt levels, emergency savings, and health savings. On the employer side, HelloWallet helps enterprise customers optimize 401k plan investments, reduce healthcare costs, compensation costs, and tax liabilities, and increase employee engagement, wellbeing, and retention.",HelloWallet improves the performance of organizations by providing independent guidance that aligns corporate spending with human capital needs.,"HelloWallet was founded by former Brookings scholar Matt Fellowes in 2009 with support from the Rockefeller Foundation. In 2010, the company raised a Series A funding of $6MM, led by DC-based TDF Ventures, Revolution Ventures, and Grotech Ventures. In 2012, HelloWallet received $12MM in Series B funding, which was led by Morningstar, Inc.",Not answered by company,Private/Proprietary Data Sources,Survey of Income and Program Participation,http://www.census.gov/sipp/,,3
HelloWallet,http://www.hellowallet.com/,Washington,District of Columbia,DC,20037,Elisabeth,Lesser,,2009,44,Private,Finance & Investment,Software licensing,"Finance, Health and Health Care",,"HelloWallet measures impact via a number of verticals. On the member side, these include retirement readiness, debt levels, emergency savings, and health savings. On the employer side, HelloWallet helps enterprise customers optimize 401k plan investments, reduce healthcare costs, compensation costs, and tax liabilities, and increase employee engagement, wellbeing, and retention.",HelloWallet improves the performance of organizations by providing independent guidance that aligns corporate spending with human capital needs.,"HelloWallet was founded by former Brookings scholar Matt Fellowes in 2009 with support from the Rockefeller Foundation. In 2010, the company raised a Series A funding of $6MM, led by DC-based TDF Ventures, Revolution Ventures, and Grotech Ventures. In 2012, HelloWallet received $12MM in Series B funding, which was led by Morningstar, Inc.",Not answered by company,Private/Proprietary Data Sources,Survey of Consumer Finances,http://www.federalreserve.gov/econresdata/scf/scfindex.htm,,3
HelloWallet,http://www.hellowallet.com/,Washington,District of Columbia,DC,20037,Elisabeth,Lesser,,2009,44,Private,Finance & Investment,Software licensing,"Finance, Health and Health Care",,"HelloWallet measures impact via a number of verticals. On the member side, these include retirement readiness, debt levels, emergency savings, and health savings. On the employer side, HelloWallet helps enterprise customers optimize 401k plan investments, reduce healthcare costs, compensation costs, and tax liabilities, and increase employee engagement, wellbeing, and retention.",HelloWallet improves the performance of organizations by providing independent guidance that aligns corporate spending with human capital needs.,"HelloWallet was founded by former Brookings scholar Matt Fellowes in 2009 with support from the Rockefeller Foundation. In 2010, the company raised a Series A funding of $6MM, led by DC-based TDF Ventures, Revolution Ventures, and Grotech Ventures. In 2012, HelloWallet received $12MM in Series B funding, which was led by Morningstar, Inc.",Not answered by company,Private/Proprietary Data Sources,Consumer Expenditure Survey,http://www.bls.gov/cex/home.htm,,3
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,Community Health Clinics,www.hrsa.gov,US Department of Health and Human Services (HHS) - Health Resources and Services Administration (HRSA) ,6
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,National Ambulatory Medical Care Survey (NAMCS) and National Hospital Ambulatory Medical Care Survey (NHAMCS),www.cdc.gov,Centers for Disease Control and Prevention (CDC) ,6
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,Mental Health & Substance Abuse Clinics,www.samhsa.gov,Substance Abuse and Mental Health Services Administration (SAMHSA) ,6
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,Home Health Facilities,www.cms.gov,Centers for Medicare and Medicaid Services (CMS) ,6
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,TXT4Tots,http://www.hhs.gov/digitalstrategy/open-data/txt4tots.html,US Department of Health and Human Services (DHHS) ,6
iTriage,itriagehealth.com,Denver,Colorado,CO,80202,Peter,Hudson,Healthagen,2008,103,Public,Healthcare,Information for consumers,Health and Health Care,"Subscriptions, Lead generation to other businesses","iTriage LLC, an Aetna subsidiary headquartered in Denver, CO, is a global health care technology company founded in 2008 by two emergency medicine physicians. The company's market-leading platform and mobile/web applications offer a proprietary Symptom-to-Provider pathway that empowers people to make better health care decisions. iTriage helps people answer the two most common medical questions: ""What could be wrong?"" and ""Where could I go for treatment?"" Millions of people around the world have downloaded the free iTriage mobile app through the iTunes App store or Google Play Market, or used the iTriage website at www.iTriageHealth.com. In addition, thousands of health care providers already use the iTriage platform to reach more consumers and increase patient engagement.",iTriage is a free mobile app and website that helps people make better health care decisions and take charge of their health.,The iTriage app has been downloaded more than 10 million times by consumers looking for actionable health care information at their time of need.,Not answered by company,Federal Open Data,National Provider Identifier Standard,http://www.cms.gov/Regulations-and-Guidance/HIPAA-Administrative-Simplification/NationalProvIdentStand/DataDissemination.html,Centers for Medicare and Medicaid Services (CMS) ,6
Lawdragon,lawdragon.com,New York,New York,NY,10017,Katrina,Dewey,,2005,11,Private,Business & Legal Services,Consumer research and/or marketing,"Education, Other","Advertising, Subscriptions, Data management and analytic services","Lawdragon is a legal news website with an annual magazine that provides coverage of high-profile legal matters and the attorneys handling them. Our best-known editorial feature is the ""Lawdragon 500 Leading Lawyers,"" our annual lawyers-of-the-year guide that we believe is the most elite distinction in the profession. We also report on international justice developments and have done in-depth features on human rights cases in South Africa, the former Yugoslavia and Rwanda.

Our site also offers a free database of lawyers that lets companies and individuals search for and fill out evaluations of legal professionals, and provides a platform for lawyers to promote their services. 

This fall, we are building a new site on legal education that will provide regular editorial coverage of law schools and a school-search function for prospective students that we will market as an alternative to the U.S. News & World Report rankings. This will also provide evaluations of schools and professors.",Lawdragon provides legal news and information about lawyers and law schools to consumers and others who need high-quality information to make informed choices.,Lawdragon is passionate about sharing high-quality news and information about legal professionals and organizations to create qualitative search results as an alternative to the dominant pay-driven model. We strive to enhance the legal profession and access to justice by providing free information on lawyers and law schools.,"Lawdragon generates revenue from a multi-faceted business model which includes advertising sales, online profile placements and other services which support the legal community.  Much of this revenue is renewable annually.",State Open Data,Databases of Licensed Lawyers,http://www.calbar.ca.gov/Public.aspx,The State Bar of California ,2
